POINT;MSE_ARIMA;MAE_ARIMA;MAPE_ARIMA;R^2_ARIMA;MSE_HYB;MAE_HYB;MAPE_HYB;R^2_HYB;MSE_DIF;MAE_DIF;MAPE_DIF;R^2_DIF;x;y
75.44_10.72;0.00013395170567183232;0.009192094448203023;22.914;0.3555772408951634;0.0001484509176998552;0.00909451257657003;26.871;0.28582357726630725;1.449921202802289e-05;-9.758187163299258e-05;3.956999999999997;-0.06975366362885616;75.44;10.72
75.24_10.72;0.00013990082097474417;0.009323874828536659;22.691;0.34299552183738957;0.00012787056481654825;0.008765088325106892;24.581;0.39949220366032845;-1.2030256158195924e-05;-0.000558786503429767;1.8900000000000006;0.05649668182293888;75.24;10.72
77.24_11.72;0.00039891143606414796;0.016329723814146303;38.582;-0.16703580514699445;0.00026620735784055083;0.013256176611979009;63.187;0.22119676172045688;-0.00013270407822359712;-0.0030735472021672944;24.604999999999997;0.05416095657346243;77.24;11.72
77.04_11.72;0.0004065484082005001;0.01668289634430924;36.085;-0.25137676946908716;0.00027358763670983936;0.014387255344334665;50.899;0.1578832776445246;-0.00013296077149066074;-0.002295640999974575;14.814;-0.09349349182456257;77.04;11.72
76.84_11.72;0.00035462718518890543;0.01588967276262284;33.17;-0.43018319300252617;0.0001576637798518605;0.01048706607227434;29.858;0.36415453324801783;-0.00019696340533704494;-0.0054026066903485;-3.312000000000001;-0.06602865975450833;76.84;11.72
76.64_11.72;0.0004067854002849776;0.017257399797526725;32.756;-0.7808344479128895;0.00014299561027294197;0.00884591198257988;21.422;0.37399054023083755;-0.0002637897900120356;-0.008411487814946845;-11.334;-0.4068439076820519;76.64;11.72
76.44_11.72;0.0007027118148960667;0.023880644313036613;38.568;-1.8309653074000347;0.00023558539998350163;0.012626401724504504;21.814;0.050913788347367706;-0.0004671264149125651;-0.01125424258853211;-16.753999999999998;-1.780051519052667;76.44;11.72
76.24_11.72;0.0007027118148960667;0.023880644313036613;38.568;-1.8309653074000347;0.00018300731720311697;0.010929425541265424;20.495;0.2627313857260185;-0.0005197044976929497;-0.012951218771771189;-18.072999999999997;-1.5682339216740162;76.24;11.72
76.04_11.72;0.000800101923021447;0.025795761175846567;41.322;-2.0210515921597683;0.00047478947205695666;0.01872833544955165;30.068;-0.7927259630644783;-0.0003253124509644904;-0.007067425726294915;-11.254000000000001;-1.22832562909529;76.04;11.72
75.84_11.72;0.0002647911010785015;0.013505789001974933;27.731;-0.09623392066627501;0.00022883140594133936;0.01241700505456524;27.427;0.05263904910353778;-3.595969513716212e-05;-0.0010887839474096935;-0.30400000000000205;-0.043594871562737225;75.84;11.72
75.64_11.72;0.0002647911010785015;0.013505789001974933;27.731;-0.09623392066627501;0.00023522151494759173;0.012392364667335933;27.023;0.026184027689007072;-2.9569586130909746e-05;-0.0011134243346390005;-0.708000000000002;-0.07004989297726794;75.64;11.72
75.44_11.72;0.0001480225452678069;0.00972684032809482;23.341;0.2613102419233526;0.00013159775046175942;0.008865595127297255;25.39;0.34327632134582653;-1.6424794806047492e-05;-0.0008612452007975644;2.0489999999999995;0.08196607942247391;75.44;11.72
75.24_11.72;0.00018619693400303384;0.010708376513431952;22.738;-0.04895464724457388;0.00018863880559974756;0.01076365636806943;31.368;-0.06271111736618007;2.4418715967137203e-06;5.5279854637478934e-05;8.629999999999999;0.01375647012160619;75.24;11.72
75.04_11.72;0.00025692423873225565;0.012799202384156388;23.906;-0.4573763001251774;0.00014682928522782892;0.009437307356164918;23.863;0.16712599203862988;-0.00011009495350442673;-0.0033618950279914704;-0.04299999999999926;-0.2902503080865475;75.04;11.72
77.44_12.72;0.0007905724740837679;0.02266060423448412;79.575;-0.760600976100787;0.0003047191567894092;0.014755555000346093;-260.088;0.32139195017913424;-0.0004858533172943587;-0.007905049234138027;180.51300000000003;-0.4392090259216528;77.44;12.72
77.24_12.72;0.0004165936325756082;0.016281193598900144;40.296;-0.1123933698501065;0.00026457894122218766;0.012970157967630899;59.662;0.2935181025261909;-0.00015201469135342054;-0.0033110356312692456;19.366;0.18112473267608442;77.24;12.72
77.04_12.72;0.00037599663862581463;0.015701938022842258;65.431;-0.015877312231819873;0.0002765001850616977;0.01352165861984329;149.562;0.25294474477572304;-9.949645356411695e-05;-0.0021802794029989678;84.13100000000001;0.23706743254390317;77.04;12.72
76.84_12.72;0.00038869276566504677;0.016449912839707655;43.9;-0.10809283527523594;0.0002313039965741274;0.01272409100992918;70.074;0.34059410409714586;-0.00015738876909091937;-0.003725821829778474;26.174;0.2325012688219099;76.84;12.72
76.64_12.72;0.00039376168556667056;0.016781274624766942;35.904;-0.32485335676752003;0.0002579562380863588;0.013766228797085592;45.059;0.13207861390574738;-0.00013580544748031178;-0.0030150458276813497;9.154999999999994;-0.19277474286177265;76.64;12.72
76.44_12.72;0.00039376168556667056;0.016781274624766942;35.904;-0.32485335676752003;0.00020475034008091928;0.012066207460856126;40.085;0.31109555525922916;-0.00018901134548575128;-0.004715067163910815;4.180999999999997;-0.013757801508290868;76.44;12.72
76.24_12.72;0.000540555607433731;0.02038565415526941;40.164;-1.2191281871563815;0.00023585093246111617;0.012662744154815489;33.677;0.0317676017157168;-0.00030470467497261484;-0.007722910000453923;-6.487000000000002;-1.1873605854406648;76.24;12.72
76.04_12.72;0.0005308356797474063;0.020157434384420206;39.932;-1.0994417147599962;0.0002473196276113051;0.012736657395635334;31.174;0.02185711530702883;-0.00028351605213610114;-0.007420776988784872;-8.758000000000003;-1.0775845994529674;76.04;12.72
75.84_12.72;0.00027407426288184934;0.013874289924444791;37.115;-0.08621905502753835;0.00013273498252376875;0.009058512991142773;35.647;0.4739408736521198;-0.0001413392803580806;-0.004815776933302018;-1.4680000000000035;0.38772181862458144;75.84;12.72
75.64_12.72;0.00027407426288184934;0.013874289924444791;37.115;-0.08621905502753835;0.0001954161921293978;0.011196622939446144;50.456;0.22552088868198616;-7.865807075245154e-05;-0.0026776669849986473;13.341000000000001;0.13930183365444782;75.64;12.72
75.44_12.72;0.00027407426288184934;0.013874289924444791;37.115;-0.08621905502753835;0.0001879402530822067;0.01092762913445466;49.103;0.25514974679473823;-8.613400979964265e-05;-0.002946660789990131;11.988;0.16893069176719988;75.44;12.72
75.24_12.72;0.00016866294432395056;0.010375143352587945;29.298;0.16987506987644763;0.00019528298154446134;0.011067302518057928;44.76;0.03885662580660265;2.6620037220510785e-05;0.0006921591654699827;15.462;-0.13101844406984497;75.24;12.72
75.04_12.72;0.00016795366244544475;0.010235968569051068;25.172;0.13516385168819212;0.00019532752912721513;0.01114724356910075;39.277;-0.005791153881591571;2.7373866681770374e-05;0.0009112750000496821;14.105;-0.12937269780660055;75.04;12.72
74.84_12.72;0.00023239140143629364;0.012137908002522211;22.056;0.004616660182784282;0.0002383791218237955;0.012245863421505222;23.818;-0.02103005944783476;5.987720387501871e-06;0.00010795541898301134;1.7620000000000005;0.016413399265050477;74.84;12.72
76.84_13.72;0.0006687033696680429;0.020897957389967237;123.028;-0.5235840996485794;0.0002876408238787125;0.014055357543447116;348.814;0.3446346982085988;-0.0003810625457893304;-0.006842599846520121;225.786;-0.17894940143998062;76.84;13.72
76.64_13.72;0.0004532248706441363;0.017606686462493498;118.645;-0.0966413231127401;0.0002824774463637064;0.013818377052212848;297.841;0.3165060865050503;-0.00017074742428042986;-0.00378830941028065;179.19600000000003;0.2198647633923102;76.64;13.72
76.44_13.72;0.0004532248706441363;0.017606686462493498;118.645;-0.0966413231127401;0.000306681570348369;0.014047262448400655;330.58;0.2579408040800122;-0.00014654330029576727;-0.0035594240140928435;211.935;0.1612994809672721;76.44;13.72
76.24_13.72;0.0005722894331526027;0.020652180394917806;47.06;-0.8056688755060899;0.00022896184606298643;0.012410124847695768;60.494;0.277587082401871;-0.0003433275870896162;-0.008242055547222038;13.433999999999997;-0.5280817931042189;76.24;13.72
76.04_13.72;0.0005722894331526027;0.020652180394917806;47.06;-0.8056688755060899;0.00021185128615709912;0.012216815571920005;49.408;0.33157376060129995;-0.0003604381469955036;-0.008435364822997801;2.347999999999999;-0.47409511490478995;76.04;13.72
75.84_13.72;0.000577660618259278;0.020796142161504976;47.65;-0.883360099783528;0.0001788339544968209;0.011045663199842324;38.544;0.4169435759689579;-0.00039882666376245713;-0.009750478961662652;-9.106000000000002;-0.4664165238145701;75.84;13.72
75.64_13.72;0.000339614902098933;0.01569184550779234;37.614;-0.17230646166671204;0.00016466387006301147;0.010653931450730517;42.121;0.4316017416053114;-0.00017495103203592154;-0.0050379140570618215;4.507000000000005;0.25929527993859935;75.64;13.72
75.44_13.72;0.000339614902098933;0.01569184550779234;37.614;-0.17230646166671204;0.0001692441525003077;0.010765822654209709;44.347;0.41579120247903734;-0.00017037074959862532;-0.00492602285358263;6.733000000000004;0.2434847408123253;75.44;13.72
75.24_13.72;0.00019187301914531802;0.011743797366388512;-1.555;0.23353070797734843;0.00015554302571286032;0.01014522538240747;-44.906;0.3786570236490374;-3.63299934324577e-05;-0.0015985719839810425;43.351;0.145126315671689;75.24;13.72
75.04_13.72;0.00015677376559110253;0.01025593506150473;20.152;0.3172528068435123;0.0001325683317774152;0.00909596993462854;20.23;0.42266707646393964;-2.4205433813687328e-05;-0.001159965126876189;0.0779999999999994;0.10541426962042733;75.04;13.72
74.84_13.72;0.00015433389788169498;0.009947010573655251;31.132;0.27983475966773985;0.0001274321510895239;0.009029872374501587;43.654;0.4053658530299541;-2.690174679217109e-05;-0.0009171381991536637;12.522000000000002;0.12553109336221424;74.84;13.72
76.64_14.72;0.0015685304088293092;0.034736410360413354;128.929;-2.4130339317631124;0.00039178425658922356;0.01611919984181734;80.13;0.14749949752799485;-0.0011767461522400858;-0.018617210518596015;-48.79900000000001;-2.265534434235118;76.64;14.72
76.44_14.72;0.0005627955391510492;0.01896029807448989;1813.316;-0.1653462589754291;0.00033480023785314094;0.015196236753023302;4231.432;0.30674964966002194;-0.00022799530129790821;-0.0037640613214665886;2418.116;0.14140339068459284;76.44;14.72
76.24_14.72;0.0004442742696153604;0.017325842452735284;28.699;0.09820063120930733;0.0003302831407918525;0.015523113544865;27.715;0.3295827639395612;-0.00011399112882350788;-0.0018027289078702841;-0.9840000000000018;0.23138213273025388;76.24;14.72
76.04_14.72;0.0005228174683169033;0.018870963202842626;47.211;0.02224857608565134;0.00038352912058782924;0.017178311609424006;79.264;0.28273983466048647;-0.0001392883477290741;-0.0016926515934186197;32.053;0.2604912585748351;76.04;14.72
75.84_14.72;0.0005346692929048162;0.01920188282459596;-904.202;-0.1073985706576912;0.0003510303798005772;0.016415205171122615;-7824.175;0.2729514374452976;-0.00018363891310423894;-0.002786677653473346;6919.973;0.1655528667876064;75.84;14.72
75.64_14.72;0.0004963184013908924;0.018652463546879206;228.844;-0.17459242474662373;0.0003146588011728956;0.015661964469969644;1601.125;0.25532512354614567;-0.00018165960021799675;-0.0029904990769095627;1372.281;0.08073269879952194;75.64;14.72
75.44_14.72;0.0004336365430840865;0.017517558260675452;50.622;-0.1559082885231715;0.0002780698838562737;0.014701307168738858;111.839;0.25877260884856934;-0.0001555666592278128;-0.0028162510919365943;61.217;0.10286432032539783;75.44;14.72
75.24_14.72;0.0002495554846499326;0.013604543059072627;5.853;0.11271286338330166;0.00018701597024216004;0.011391946622272765;-54.151;0.3350702551357264;-6.253951440777256e-05;-0.0022125964367998626;48.298;0.22235739175242475;75.24;14.72
75.04_14.72;0.0002495554846499326;0.013604543059072627;5.853;0.11271286338330166;0.00019108165288362846;0.011368720545295963;-55.07;0.32061484088425807;-5.847383176630413e-05;-0.0022358225137766637;49.217;0.2079019775009564;75.04;14.72
74.84_14.72;0.0001529466407676888;0.010293172624183092;40.278;0.27403942228899936;0.00031079841135024037;0.014332890675266488;94.338;-0.47520333315582897;0.00015785177058255157;0.004039718051083396;54.059999999999995;0.2011639108668296;74.84;14.72
74.64_14.72;0.0001529466407676888;0.010293172624183092;40.278;0.27403942228899936;0.00014813340409720887;0.00965314389940634;62.649;0.29688542960516384;-4.813236670479922e-06;-0.0006400287247767516;22.371000000000002;0.022846007316164485;74.64;14.72
76.24_15.72;0.0006976502065462264;0.02093956720540589;20.495;-0.24645569703553294;0.0003083285077669775;0.014055516214746478;-119.935;0.4491253332136027;-0.00038932169877924886;-0.006884050990659411;99.44;0.20266963617806977;76.24;15.72
76.04_15.72;0.000470817688754669;0.017900676823159926;9.868;0.22474886275680517;0.0002731005488698881;0.012748124423972381;-24.112;0.5503110521332939;-0.00019771713988478093;-0.005152552399187545;14.243999999999998;0.32556218937648873;76.04;15.72
75.84_15.72;0.0005373290990773902;0.019251105876547277;22.027;0.07550921607058836;0.0003233109996844667;0.015456371326779772;-23.688;0.4437337563431589;-0.00021401809939292348;-0.003794734549767505;1.6609999999999978;0.36822454027257057;75.84;15.72
75.64_15.72;0.0007076706976059827;0.021782263627791697;31.663;-0.23733535272514583;0.0003926718375162175;0.016535902011515925;-12.435;0.3134281972928582;-0.00031499886008976523;-0.0052463616162757715;-19.228;0.07609284456771237;75.64;15.72
75.44_15.72;0.0006941641623437012;0.021639495592686134;48.324;-0.21185220468987986;0.000271848127117901;0.012976167873279616;45.657;0.525415211473381;-0.00042231603522580025;-0.008663327719406519;-2.6670000000000016;0.31356300678350113;75.44;15.72
75.24_15.72;0.0005445997453974122;0.01914451973781945;42.768;-0.009252005440418598;0.0002475969326069026;0.012675583108822209;42.667;0.5411534748477316;-0.0002970028127905096;-0.006468936628997241;-0.10099999999999909;0.531901469407313;75.24;15.72
75.04_15.72;0.00033423262418886586;0.015186473097226505;-79.168;0.12373461214093895;0.00020070081904411215;0.011533042655545703;-344.632;0.47381802877524504;-0.0001335318051447537;-0.0036534304416808022;265.464;0.3500834166343061;75.04;15.72
74.84_15.72;0.00027581145798502365;0.01384205955228213;714.281;0.20463769959977074;0.00023586283211569323;0.012188057852686557;2658.638;0.3198382471092365;-3.994862586933042e-05;-0.0016540016995955729;1944.357;0.11520054750946573;74.84;15.72
74.64_15.72;0.0002125814706500231;0.01235817835478522;18.836;0.3004387575059443;0.0002204714728262334;0.011633797004702575;-6.029;0.2744744074203367;7.89000217621031e-06;-0.0007243813500826448;-12.806999999999999;-0.0259643500856076;74.64;15.72
74.44_15.72;0.00025472851918175685;0.013581260134902568;34.428;0.21054258345871135;0.00020227996746876377;0.011968342932326159;56.867;0.37309170936607505;-5.244855171299308e-05;-0.001612917202576409;22.439;0.1625491259073637;74.44;15.72
76.24_16.72;0.001173546179683507;0.028811960014106408;66.205;-1.2539505876226378;0.0002690423315010639;0.013088908934629166;122.192;0.4832686334118276;-0.000904503848182443;-0.015723051079477243;55.986999999999995;-0.7706819542108102;76.24;16.72
76.04_16.72;0.0007241847657041954;0.021343294719397613;31.235;-0.18750829033524763;0.0002837062137754147;0.01300852291463265;1.62;0.534782424551109;-0.0004404785519287807;-0.008334771804764963;-29.615;0.3472741342158614;76.04;16.72
75.84_16.72;0.0006157293248465331;0.02023501028452866;25.946;0.038492915722298515;0.0002800745486754761;0.013501999536964354;1.443;0.5626427850509312;-0.000335654776171057;-0.006733010747564305;-24.503;0.5241498693286327;75.84;16.72
75.64_16.72;0.0012409001145086596;0.02901826236622689;54.0;-0.41472025223021736;0.0005893795833968769;0.01964347442636014;46.416;0.32806257076322354;-0.0006515205311117826;-0.00937478793986675;-7.584000000000003;-0.08665768146699382;75.64;16.72
75.44_16.72;0.0012409001145086596;0.02901826236622689;54.0;-0.41472025223021736;0.0004613527190781471;0.016930702512760003;44.791;0.47402290686404935;-0.0007795473954305125;-0.012087559853466885;-9.209000000000003;0.059302654633832;75.44;16.72
75.24_16.72;0.0010264215729192472;0.02609563007164977;53.692;-0.15771830904525208;0.00038593179688116956;0.015516317858764566;80.162;0.5647009775707288;-0.0006404897760380777;-0.010579312212885205;26.470000000000006;0.4069826685254767;75.24;16.72
75.04_16.72;0.0010264215729192472;0.02609563007164977;53.692;-0.15771830904525208;0.000377736588502547;0.015298624574123695;92.932;0.57394449216229;-0.0006486849844167002;-0.010797005497526076;39.24;0.41622618311703796;75.04;16.72
74.84_16.72;0.000857406381499538;0.023601406702792142;40.304;-0.06821028821820607;0.00037535669385221416;0.015987890201366685;-1.755;0.532357245320173;-0.00048204968764732387;-0.0076135165014254574;-38.549;0.46414695710196696;74.84;16.72
74.64_16.72;0.000857406381499538;0.023601406702792142;40.304;-0.06821028821820607;0.0004198938979068722;0.016283848502033394;-22.496;0.47687002175128124;-0.00043751248359266584;-0.007317558200758748;-17.808000000000003;0.40865973353307516;74.64;16.72
74.44_16.72;0.0009534290451754813;0.025106896828867308;253.201;0.03085482622657354;0.00052227021809648;0.018935224618318362;292.01;0.4691207868744558;-0.00043115882707900127;-0.006171672210548946;38.809;0.43826596064788226;74.44;16.72
74.24_16.72;0.0009534290451754813;0.025106896828867308;253.201;0.03085482622657354;0.0004651950352891112;0.017454806496983485;171.251;0.5271367852750675;-0.0004882340098863701;-0.007652090331883823;-81.94999999999999;0.4962819590484939;74.24;16.72
76.24_17.72;0.0007523401782141487;0.021524781773234018;47.587;0.008804357783952166;0.00041356533115469006;0.015550452951125584;90.661;0.45513457092612797;-0.0003387748470594587;-0.005974328822108434;43.074;0.4463302131421758;76.24;17.72
76.04_17.72;0.0007361990757985816;0.02141343173350134;60.068;0.02758059128433199;0.0004124501098206232;0.016025803508901152;38.639;0.4552091885181697;-0.0003237489659779584;-0.005387628224600188;-21.428999999999995;0.4276285972338377;76.04;17.72
75.84_17.72;0.0010732084330938023;0.026402375703335236;49.35;-0.24013459064663567;0.0005442566199651835;0.01868161383034288;55.22;0.3710900512945827;-0.0005289518131286189;-0.007720761872992355;5.869999999999997;0.13095546064794705;75.84;17.72
75.64_17.72;0.0011435632754273387;0.02765750876039938;49.685;-0.351862030308276;0.00044500216216826076;0.016617200489563094;5.773;0.4739411982117453;-0.000698561113259078;-0.011040308270836286;-43.912000000000006;0.12207916790346929;75.64;17.72
75.44_17.72;0.0019843418125008645;0.03712992759724093;47.67;-0.730960691451394;0.000863732867967405;0.023187477108313294;-9.084;0.2465574061144753;-0.0011206089445334596;-0.013942450488927637;-38.586;-0.4844032853369187;75.44;17.72
75.24_17.72;0.0019843418125008645;0.03712992759724093;47.67;-0.730960691451394;0.0010655887631575143;0.02673563386561592;-4.237;0.07047654257037783;-0.0009187530493433502;-0.01039429373162501;-43.433;-0.6604841488810161;75.24;17.72
75.04_17.72;0.0017744686089553375;0.034804812358561046;67.507;-0.5024364474654277;0.0009303513436213909;0.024514732881276126;54.019;0.21227472802231362;-0.0008441172653339466;-0.01029007947728492;-13.488000000000007;-0.2901617194431141;75.04;17.72
74.84_17.72;0.0017744686089553375;0.034804812358561046;67.507;-0.5024364474654277;0.0007748420083888497;0.021952103060693333;45.813;0.34394394549696894;-0.0009996266005664878;-0.012852709297867713;-21.694000000000003;-0.15849250196845877;74.84;17.72
74.64_17.72;0.0019527131312688573;0.03651903837818269;55.642;-0.509387690575833;0.0009395846645531378;0.02428153679139019;8.994;0.27372971266455504;-0.0010131284667157195;-0.012237501586792501;-46.648;-0.23565797791127796;74.64;17.72
74.44_17.72;0.0021279461481682653;0.03727980491358172;91.357;-0.33498993814777567;0.001006524352471944;0.02429494798739428;96.46;0.36854610526332787;-0.0011214217956963214;-0.012984856926187435;5.102999999999994;0.033556167115552205;74.44;17.72
74.24_17.72;0.0021279461481682653;0.03727980491358172;91.357;-0.33498993814777567;0.0009144428845600343;0.023390507400273056;82.674;0.42631440605331405;-0.001213503263608231;-0.013889297513308661;-8.682999999999993;0.09132446790553839;74.24;17.72
74.04_17.72;0.0014716529417384346;0.030646966267451465;-199.522;0.05390190351838575;0.0006914343141764964;0.019949250034513956;-700.616;0.5554898373581872;-0.0007802186275619381;-0.010697716232937509;501.094;0.5015879338398015;74.04;17.72
77.24_18.72;0.003420173184077016;0.05428465107732135;129.826;-5.218746465781714;0.0002983484681828791;0.013806162984046882;38.836;0.4575264519582034;-0.003121824715894137;-0.040478488093274465;-90.99;-4.761220013823511;77.24;18.72
77.04_18.72;0.003275826811129103;0.05300794448087456;128.638;-5.01557850772577;0.0003239674449809832;0.014473012888184606;41.455;0.4050810034860456;-0.00295185936614812;-0.03853493159268995;-87.183;-4.610497504239725;77.04;18.72
76.84_18.72;0.0023018181471606836;0.042917103460651536;116.709;-2.726950308385631;0.0003126266169340738;0.014330417354681085;45.84;0.4938158482114585;-0.0019891915302266095;-0.02858668610597045;-70.869;-2.2331344601741723;76.84;18.72
76.64_18.72;0.0018073586573354853;0.03671897840831001;66.417;-1.6994190380148217;0.0003337503183259891;0.014451656019817575;22.415;0.5015200997455098;-0.0014736083390094962;-0.022267322388492435;-44.002;-1.197898938269312;76.64;18.72
76.44_18.72;0.0009818908190761626;0.024479669954680167;44.608;-0.2265064680068276;0.0004269880062522588;0.015284077271111482;32.15;0.46663769407430133;-0.0005549028128239038;-0.009195592683568685;-12.457999999999998;0.24013122606747372;76.44;18.72
76.24_18.72;0.0009818908190761626;0.024479669954680167;44.608;-0.2265064680068276;0.00044612735724457045;0.016243501654120772;27.731;0.4427302113588506;-0.0005357634618315921;-0.008236168300559395;-16.876999999999995;0.216223743352023;76.24;18.72
76.04_18.72;0.0010482239754009436;0.025907916583009827;53.142;-0.18949731263361347;0.0004947854097736039;0.017376010548632647;22.455;0.43853038180041104;-0.0005534385656273397;-0.00853190603437718;-30.687000000000005;0.24903306916679757;76.04;18.72
75.84_18.72;0.0020238903867216248;0.03685962800023143;71.084;-0.6364763353866663;0.0010834683535339044;0.026581859882210773;65.865;0.12392966915037529;-0.0009404220331877204;-0.010277768118020659;-5.219000000000008;-0.512546666236291;75.84;18.72
75.64_18.72;0.0020238903867216248;0.03685962800023143;71.084;-0.6364763353866663;0.0011302354906418898;0.027379558555162515;61.026;0.08611471946084515;-0.000893654896079735;-0.009480069445068916;-10.058;-0.5503616159258211;75.64;18.72
75.44_18.72;0.0026278136195024083;0.04306454611104181;56.65;-0.9574739439325279;0.0017379810570199716;0.034903677952074365;-2.674;-0.2946323928441721;-0.0008898325624824366;-0.008160868158967445;-53.976;-0.6628415510883559;75.44;18.72
75.24_18.72;0.0027479970158481894;0.04395485575154887;254.661;-0.979782257016647;0.0016932219958669878;0.03424060830208546;544.512;-0.2198742739802768;-0.0010547750199812016;-0.009714247449463413;289.85099999999994;-0.7599079830363702;75.24;18.72
75.04_18.72;0.002829949750946123;0.04446187213844652;79.051;-0.9117684082711648;0.0019685535832593497;0.03677891481739585;70.443;-0.3298534891674385;-0.0008613961676867733;-0.007682957321050669;-8.608000000000004;-0.5819149191037263;75.04;18.72
74.84_18.72;0.002503449590101961;0.04175942326206176;69.09;-0.808952086422035;0.0014424906511118134;0.030801334149059258;43.479;-0.042320357993195445;-0.0010609589389901474;-0.0109580891130025;-25.611000000000004;-0.7666317284288395;74.84;18.72
74.04_18.72;0.0018295863819216252;0.03460897866411707;18.754;-0.23970243871435404;0.0008983365271808319;0.023032703963047074;-93.424;0.39129958850996327;-0.0009312498547407933;-0.011576274701069998;74.67;0.15159714979560923;74.04;18.72
77.24_19.72;0.0036381084088673776;0.05595594917048748;150.47;-4.862104768557152;0.0003840262058274177;0.015440786192650935;50.626;0.3812163906537729;-0.00325408220303996;-0.04051516297783655;-99.844;-4.480888377903379;77.24;19.72
77.04_19.72;0.003043164687227607;0.050264223029897595;176.091;-3.5963052390906896;0.0004426795240209754;0.016992956998358587;130.343;0.3313900414146066;-0.0026004851632066314;-0.03327126603153901;-45.74800000000002;-3.264915197676083;77.04;19.72
