POINT;MSE_ARIMA;MAE_ARIMA;MAPE_ARIMA;R^2_ARIMA;MSE_HYB;MAE_HYB;MAPE_HYB;R^2_HYB;MSE_DIF;MAE_DIF;MAPE_DIF;R^2_DIF;x;y
76.04_8.72;0.0008982730785066495;0.02607947851033703;51.132;-2.3778676636769167;0.00024643028655213;0.012188500749782024;27.461;0.07332311719846951;-0.0006518427919545195;-0.013890977760555005;-23.671;-2.3045445464784473;76.04;8.72
75.84_8.72;0.0006144800908885804;0.02051469525537911;45.322;-1.5729774735544808;0.0001485989572166994;0.009442305334137627;31.287;0.3777800531187899;-0.00046588113367188104;-0.011072389921241483;-14.035000000000004;-1.195197420435691;75.84;8.72
75.64_8.72;0.0003591761054160281;0.015332406586941821;37.656;-0.6414337170794528;0.0001400446651252237;0.009051883694947135;28.004;0.3599963032970034;-0.00021913144029080443;-0.006280522891994687;-9.651999999999997;-0.28143741378244946;75.64;8.72
75.44_8.72;0.00022156855002311592;0.012016125431068808;32.666;0.06787362001250119;0.00018621218755612178;0.010628392558495611;37.349;0.21661584065909933;-3.535636246699414e-05;-0.0013877328725731969;4.683;0.14874222064659814;75.44;8.72
76.44_9.72;0.0011156960803774655;0.029940209407891487;44.233;-2.2916902337900713;0.0005027760071367041;0.019219471253007915;30.778;-0.48336352666573656;-0.0006129200732407614;-0.010720738154883572;-13.454999999999998;-1.8083267071243347;76.44;9.72
76.24_9.72;0.0014130181712216456;0.03431238299021645;50.386;-3.1246809471089705;0.0007599867694041463;0.02358103911832828;34.643;-1.218444894523917;-0.0006530314018174993;-0.010731343871888174;-15.743000000000002;-1.9062360525850535;76.24;9.72
76.04_9.72;0.0010901302600598382;0.029785348349908747;47.663;-3.0424349815917067;0.0002702469362561166;0.013018493116478364;21.602;-0.002133147583430972;-0.0008198833238037216;-0.016766855233430383;-26.060999999999996;-3.0403018340082757;76.04;9.72
75.84_9.72;0.0006190235869784737;0.021173258074294488;36.888;-1.7173207983737293;0.00016586930835853775;0.010188635590159641;24.694;0.27188538385986627;-0.0004531542786199359;-0.010984622484134846;-12.193999999999999;-1.445435414513863;75.84;9.72
75.64_9.72;0.00032489842634537264;0.014731390114760282;30.46;-0.5658386517426612;0.00019599220985456472;0.01078697963999659;33.411;0.05542116321454682;-0.00012890621649080792;-0.003944410474763691;2.9510000000000005;-0.5104174885281144;75.64;9.72
75.44_9.72;0.00016543019521242353;0.01004141172700081;32.138;0.25442633819579696;0.00020190339602248718;0.01084799623346204;39.085;0.09004608191452412;3.647320081006365e-05;0.0008065845064612297;6.947000000000003;-0.16438025628127284;75.44;9.72
76.84_10.72;0.00040777868704023923;0.0172318111018459;33.206;-0.7803976558947046;0.0002247839506717171;0.012270567731487885;27.793;0.01857347728626091;-0.00018299473636852214;-0.004961243370358014;-5.413000000000004;-0.7618241786084436;76.84;10.72
76.64_10.72;0.00040777868704023923;0.0172318111018459;33.206;-0.7803976558947046;0.00016414914607129714;0.010369789128448183;24.096;0.2833103735663952;-0.0002436295409689421;-0.006862021973397716;-9.110000000000003;-0.49708728232830934;76.64;10.72
76.44_10.72;0.0009325358515475472;0.02739001658537233;39.806;-2.300017019313994;0.00027959894164697696;0.013946108168446738;21.792;0.010567513853745325;-0.0006529369099005703;-0.013443908416925592;-18.013999999999996;-2.2894495054602486;76.44;10.72
76.24_10.72;0.001305304982387821;0.03315821070989006;46.056;-3.2130509248956924;0.0005360011371585032;0.019690844860481383;27.782;-0.7300172121612558;-0.0007693038452293178;-0.013467365849408674;-18.273999999999997;-2.4830337127344366;76.24;10.72
76.04_10.72;0.0011293260936423668;0.031034671794635604;46.234;-2.7487604093203872;0.0005362703730456474;0.02010086328156848;29.333;-0.7801316683307169;-0.0005930557205967194;-0.010933808513067123;-16.901000000000003;-1.9686287409896703;76.04;10.72
75.84_10.72;0.00044367963449132427;0.018071779988895826;30.204;-0.90978113041841;0.00018857215570681438;0.010929771800654861;20.447;0.18830724537517973;-0.0002551074787845099;-0.0071420081882409645;-9.757000000000001;-0.7214738850432303;75.84;10.72
75.64_10.72;0.00021712857194276965;0.011990047171251012;23.014;-0.03798712341600918;0.0001627637269425279;0.00975446632390168;22.535;0.22190501593648415;-5.436484500024176e-05;-0.0022355808473493322;-0.4789999999999992;0.18391789252047497;75.64;10.72
