sossheig-0-time,sossheig-0-value,
1009845000,0.6409660577774048,
1009848600,0.6674162149429321,
1009852200,0.6277239322662354,
1009855800,0.5310881733894348,
1009859400,0.5310881733894348,
1009863000,0.3626624345779419,
1009866600,0.3243679106235504,
1009870200,0.3389184772968292,
1009873800,0.3389184772968292,
1009877400,0.42265668511390686,
1009881000,0.4838317632675171,
1009884600,0.526825487613678,
1009888200,0.526825487613678,
1009891800,0.5209934115409851,
1009895400,0.4532855749130249,
1009899000,0.364163875579834,
1009902600,0.364163875579834,
1009906200,0.225185364484787,
1009909800,0.2055073082447052,
1009913400,0.24319866299629211,
1009917000,0.24319866299629211,
1009920600,0.40589267015457153,
1009924200,0.5193272233009338,
1009927800,0.6195954084396362,
1009931400,0.6195954084396362,
1009935000,0.7030934691429138,
1009938600,0.6819620132446289,
1009942200,0.6149856448173523,
1009945800,0.6149856448173523,
1009949400,0.45022013783454895,
1009953000,0.38599467277526855,
1009956600,0.37340933084487915,
1009960200,0.37340933084487915,
1009963800,0.4583745300769806,
1009967400,0.540479838848114,
1009971000,0.6206727027893066,
1009974600,0.6206727027893066,
1009978200,0.6958398818969727,
1009981800,0.6800420880317688,
1009985400,0.6235540509223938,
1009989000,0.6235540509223938,
1009992600,0.49221131205558777,
1009996200,0.4534154534339905,
1009999800,0.4655842185020447,
1010003400,0.4655842185020447,
1010007000,0.5943996906280518,
1010010600,0.6973602771759033,
1010014200,0.8019413352012634,
1010017800,0.8019413352012634,
1010021400,0.9261763095855713,
1010025000,0.935113251209259,
1010028600,0.8919335007667542,
1010032200,0.8919335007667542,
1010035800,0.7247222661972046,
1010039400,0.6254181265830994,
1010043000,0.5620128512382507,
1010046600,0.5620128512382507,
1010050200,0.5657889246940613,
1010053800,0.6133193969726562,
1010057400,0.669605016708374,
1010061000,0.669605016708374,
1010064600,0.7354800701141357,
1010068200,0.7297153472900391,
1010071800,0.6844210028648376,
1010075400,0.6844210028648376,
1010079000,0.5364066362380981,
1010082600,0.45248863101005554,
1010086200,0.40569135546684265,
1010089800,0.40569135546684265,
1010093400,0.4498227834701538,
1010097000,0.5322554707527161,
1010100600,0.627535343170166,
1010104200,0.627535343170166,
1010107800,0.7677809596061707,
1010111400,0.8097482919692993,
1010115000,0.805372416973114,
1010118600,0.805372416973114,
1010122200,0.6922774910926819,
1010125800,0.603466808795929,
1010129400,0.5318700075149536,
1010133000,0.5318700075149536,
1010136600,0.49681589007377625,
1010140200,0.5324753522872925,
1010143800,0.5957772135734558,
1010147400,0.5957772135734558,
1010151000,0.716911256313324,
1010154600,0.7560603618621826,
1010158200,0.7550694346427917,
1010161800,0.7550694346427917,
1010165400,0.6621870398521423,
1010169000,0.5864112377166748,
1010172600,0.5194286704063416,
1010176200,0.5194286704063416,
1010179800,0.4869041442871094,
1010183400,0.5249357223510742,
1010187000,0.5892945528030396,
1010190600,0.5892945528030396,
1010194200,0.7094503045082092,
1010197800,0.756035327911377,
1010201400,0.7726022005081177,
1010205000,0.7726022005081177,
1010208600,0.7050894498825073,
1010212200,0.6200035214424133,
1010215800,0.526505708694458,
1010219400,0.526505708694458,
1010223000,0.4242333471775055,
1010226600,0.424448698759079,
1010230200,0.458688884973526,
1010233800,0.458688884973526,
1010237400,0.5511329174041748,
1010241000,0.6003460884094238,
1010244600,0.6293777227401733,
1010248200,0.6293777227401733,
1010251800,0.600365400314331,
1010255400,0.5413126349449158,
1010259000,0.47089073061943054,
1010262600,0.47089073061943054,
1010266200,0.3852982223033905,
1010269800,0.3854462206363678,
1010273400,0.4180756211280823,
1010277000,0.4180756211280823,
1010280600,0.5173792243003845,
1010284200,0.5791318416595459,
1010287800,0.6222160458564758,
1010291400,0.6222160458564758,
1010295000,0.6171748042106628,
1010298600,0.5675957798957825,
1010302200,0.4923744797706604,
1010305800,0.4923744797706604,
1010309400,0.3614029288291931,
