sossheig-0-time,sossheig-0-value,
1009845000,0.7823154330253601,
1009848600,0.8251238465309143,
1009852200,0.6757774353027344,
1009855800,0.4623382091522217,
1009859400,0.4623382091522217,
1009863000,0.05649108439683914,
1009866600,-0.052884042263031006,
1009870200,-0.020205818116664886,
1009873800,-0.020205818116664886,
1009877400,0.3280092179775238,
1009881000,0.6077795028686523,
1009884600,0.8496770858764648,
1009888200,0.8496770858764648,
1009891800,1.0040961503982544,
1009895400,0.8995163440704346,
1009899000,0.6827773451805115,
1009902600,0.6827773451805115,
1009906200,0.2284964621067047,
1009909800,0.04843460023403168,
1009913400,-0.006033053155988455,
1009917000,-0.006033053155988455,
1009920600,0.2169458121061325,
1009924200,0.4557493031024933,
1009927800,0.6858364343643188,
1009931400,0.6858364343643188,
1009935000,0.8851475715637207,
1009938600,0.8302222490310669,
1009942200,0.6656429171562195,
1009945800,0.6656429171562195,
1009949400,0.2659437358379364,
1009953000,0.09950270503759384,
1009956600,0.054523590952157974,
1009960200,0.054523590952157974,
1009963800,0.3145851194858551,
1009967400,0.5943099856376648,
1009971000,0.8868592381477356,
1009974600,0.8868592381477356,
1009978200,1.217106819152832,
1009981800,1.2234481573104858,
1009985400,1.085125207901001,
1009989000,1.085125207901001,
1009992600,0.6518329977989197,
1009996200,0.4175490736961365,
1009999800,0.27598464488983154,
1010003400,0.27598464488983154,
1010007000,0.3327454924583435,
1010010600,0.5155651569366455,
1010014200,0.7394232153892517,
1010017800,0.7394232153892517,
1010021400,1.0300984382629395,
1010025000,1.0508991479873657,
1010028600,0.9473205208778381,
1010032200,0.9473205208778381,
1010035800,0.5683189630508423,
1010039400,0.3398987054824829,
1010043000,0.18640100955963135,
1010046600,0.18640100955963135,
1010050200,0.2272086888551712,
1010053800,0.42224374413490295,
1010057400,0.6756914258003235,
1010061000,0.6756914258003235,
1010064600,1.04732084274292,
1010068200,1.118659496307373,
1010071800,1.0548750162124634,
1010075400,1.0548750162124634,
1010079000,0.6755490303039551,
1010082600,0.4016982614994049,
1010086200,0.18045014142990112,
1010089800,0.18045014142990112,
1010093400,0.08159051835536957,
1010097000,0.19872167706489563,
1010100600,0.40288636088371277,
1010104200,0.40288636088371277,
1010107800,0.7923268675804138,
1010111400,0.9278452396392822,
1010115000,0.9484362602233887,
1010118600,0.9484362602233887,
1010122200,0.7329235076904297,
1010125800,0.5377075672149658,
1010129400,0.3660363256931305,
1010133000,0.3660363256931305,
1010136600,0.28924235701560974,
1010140200,0.40477752685546875,
1010143800,0.6147814393043518,
1010147400,0.6147814393043518,
1010151000,1.0404698848724365,
1010154600,1.1966149806976318,
1010158200,1.226240873336792,
1010161800,1.226240873336792,
1010165400,0.9807219505310059,
1010169000,0.724126935005188,
1010172600,0.4552455246448517,
1010176200,0.4552455246448517,
1010179800,0.1495533138513565,
1010183400,0.13961376249790192,
1010187000,0.24251069128513336,
1010190600,0.24251069128513336,
1010194200,0.5564261078834534,
1010197800,0.7146375179290771,
1010201400,0.7977021336555481,
1010205000,0.7977021336555481,
1010208600,0.7054809331893921,
1010212200,0.5420209765434265,
1010215800,0.3521960973739624,
1010219400,0.3521960973739624,
1010223000,0.13392214477062225,
1010226600,0.1488579511642456,
1010230200,0.2680799663066864,
1010233800,0.2680799663066864,
1010237400,0.6245613098144531,
1010241000,0.8226269483566284,
1010244600,0.947288990020752,
1010248200,0.947288990020752,
1010251800,0.899371862411499,
1010255400,0.7298994064331055,
1010259000,0.5061102509498596,
1010262600,0.5061102509498596,
1010266200,0.15603557229042053,
1010269800,0.06187152490019798,
1010273400,0.0765344500541687,
1010277000,0.0765344500541687,
1010280600,0.32428497076034546,
1010284200,0.5152944326400757,
1010287800,0.6753799915313721,
1010291400,0.6753799915313721,
1010295000,0.7792274951934814,
1010298600,0.7163492441177368,
1010302200,0.5853253602981567,
1010305800,0.5853253602981567,
1010309400,0.336893230676651,
1010313000,0.26698172092437744,
1010316600,0.2886108458042145,
1010320200,0.2886108458042145,
1010323800,0.5344021320343018,
1010327400,0.7310064435005188,
1010331000,0.9011584520339966,
1010334600,0.9011584520339966,
1010338200,1.0182926654815674,
1010341800,0.9471439719200134,
1010345400,0.7901623845100403,
1010349000,0.7901623845100403,
1010352600,0.4273802936077118,
1010356200,0.26712286472320557,
1010359800,0.18784372508525848,
1010363400,0.18784372508525848,
1010367000,0.28174668550491333,
1010370600,0.44343307614326477,
1010374200,0.6351115703582764,
1010377800,0.6351115703582764,
1010381400,0.8955451250076294,
1010385000,0.9478151202201843,
1010388600,0.9192819595336914,
1010392200,0.9192819595336914,
1010395800,0.7301204800605774,
1010399400,0.6089378595352173,
1010403000,0.5442558526992798,
1010406600,0.5442558526992798,
1010410200,0.6382675170898438,
1010413800,0.7901298999786377,
1010417400,0.9679160118103027,
1010421000,0.9679160118103027,
1010424600,1.2179087400436401,
1010428200,1.255011796951294,
1010431800,1.196164846420288,
1010435400,1.196164846420288,
1010439000,0.9079355001449585,
1010442600,0.7051644921302795,
1010446200,0.5342381000518799,
1010449800,0.5342381000518799,
1010453400,0.42559289932250977,
1010457000,0.492117315530777,
1010460600,0.6276630759239197,
1010464200,0.6276630759239197,
1010467800,0.9107133746147156,
1010471400,1.0247292518615723,
1010475000,1.0652573108673096,
1010478600,1.0652573108673096,
1010482200,0.9555675387382507,
1010485800,0.8264886140823364,
1010489400,0.6994425058364868,
1010493000,0.6994425058364868,
1010496600,0.6087566018104553,
1010500200,0.6664467453956604,
1010503800,0.7923409938812256,
1010507400,0.7923409938812256,
1010511000,1.0717358589172363,
1010514600,1.1889399290084839,
1010518200,1.2277745008468628,
1010521800,1.2277745008468628,
1010525400,1.0730267763137817,
1010529000,0.8891552090644836,
1010532600,0.6853456497192383,
1010536200,0.6853456497192383,
1010539800,0.42717570066452026,
1010543400,0.3945135474205017,
1010547000,0.45503151416778564,
1010550600,0.45503151416778564,
1010554200,0.7128996849060059,
1010557800,0.8774219155311584,
1010561400,0.9962155818939209,
1010565000,0.9962155818939209,
1010568600,1.0122042894363403,
1010572200,0.9183154702186584,
1010575800,0.7762342691421509,
1010579400,0.7762342691421509,
1010583000,0.5437006950378418,
1010586600,0.49784889817237854,
1010590200,0.5418618321418762,
1010593800,0.5418618321418762,
1010597400,0.7811330556869507,
1010601000,0.9483780264854431,
1010604600,1.0827746391296387,
1010608200,1.0827746391296387,
1010611800,1.1306743621826172,
1010615400,1.0338788032531738,
1010619000,0.8720479607582092,
1010622600,0.8720479607582092,
1010626200,0.5667609572410583,
1010629800,0.4630852937698364,
1010633400,0.4497312605381012,
1010637000,0.4497312605381012,
1010640600,0.6480161547660828,
1010644200,0.8420292735099792,
1010647800,1.0356515645980835,
1010651400,1.0356515645980835,
1010655000,1.235395908355713,
1010658600,1.2219339609146118,
1010662200,1.1193753480911255,
1010665800,1.1193753480911255,
1010669400,0.8350468277931213,
1010673000,0.6957780122756958,
1010676600,0.6283642649650574,
1010680200,0.6283642649650574,
1010683800,0.7339673638343811,
1010687400,0.8835968375205994,
1010691000,1.0447274446487427,
1010694600,1.0447274446487427,
1010698200,1.2063279151916504,
1010701800,1.175929307937622,
1010705400,1.0488090515136719,
1010709000,1.0488090515136719,
1010712600,0.6854478716850281,
1010716200,0.4867172837257385,
1010719800,0.3617899417877197,
1010723400,0.3617899417877197,
1010727000,0.40336015820503235,
1010730600,0.5601391196250916,
1010734200,0.764788806438446,
1010737800,0.764788806438446,
1010741400,1.0719187259674072,
1010745000,1.1353293657302856,
1010748600,1.0883113145828247,
1010752200,1.0883113145828247,
1010755800,0.8037434220314026,
1010759400,0.611332893371582,
1010763000,0.46594053506851196,
1010766600,0.46594053506851196,
1010770200,0.44599273800849915,
1010773800,0.5752165913581848,
1010777400,0.762915313243866,
1010781000,0.762915313243866,
1010784600,1.0623241662979126,
1010788200,1.1310545206069946,
1010791800,1.0900402069091797,
1010795400,1.0900402069091797,
1010799000,0.7966318726539612,
1010802600,0.5732353329658508,
1010806200,0.3841777741909027,
1010809800,0.3841777741909027,
1010813400,0.2852645218372345,
1010817000,0.3882976472377777,
1010820600,0.578681230545044,
1010824200,0.578681230545044,
1010827800,0.965935230255127,
1010831400,1.1133934259414673,
1010835000,1.1500540971755981,
1010838600,1.1500540971755981,
1010842200,0.9409786462783813,
1010845800,0.7299730777740479,
1010849400,0.5213189721107483,
1010853000,0.5213189721107483,
1010856600,0.34930428862571716,
1010860200,0.4085559546947479,
1010863800,0.5664559006690979,
1010867400,0.5664559006690979,
1010871000,0.9233406186103821,
1010874600,1.0733180046081543,
1010878200,1.1230612993240356,
1010881800,1.1230612993240356,
1010885400,0.948305606842041,
1010889000,0.7468618750572205,
1010892600,0.5373181700706482,
1010896200,0.5373181700706482,
1010899800,0.33846262097358704,
1010903400,0.3872274160385132,
1010907000,0.549999475479126,
1010910600,0.549999475479126,
1010914200,0.9756126403808594,
1010917800,1.1856071949005127,
1010921400,1.296666145324707,
1010925000,1.296666145324707,
1010928600,1.1864004135131836,
1010932200,0.9747300744056702,
1010935800,0.7192476987838745,
1010939400,0.7192476987838745,
1010943000,0.3829115629196167,
1010946600,0.33281946182250977,
1010950200,0.4016956686973572,
1010953800,0.4016956686973572,
1010957400,0.710148811340332,
1010961000,0.8975560069084167,
1010964600,1.0127588510513306,
1010968200,1.0127588510513306,
1010971800,0.9487084150314331,
1010975400,0.7719706892967224,
1010979000,0.5454530119895935,
1010982600,0.5454530119895935,
1010986200,0.23056556284427643,
1010989800,0.19125033915042877,
1010993400,0.27953454852104187,
