sossheig-0-time,sossheig-0-value,
1009845000,0.8353958129882812,
1009848600,0.8945939540863037,
1009852200,0.7278528213500977,
1009855800,0.45449569821357727,
1009859400,0.45449569821357727,
1009863000,0.0051797302439808846,
1009866600,-0.12356525659561157,
1009870200,-0.0879049226641655,
1009873800,-0.0879049226641655,
1009877400,0.3187389373779297,
1009881000,0.6324683427810669,
1009884600,0.9012590646743774,
1009888200,0.9012590646743774,
1009891800,1.0536354780197144,
1009895400,0.9147735834121704,
1009899000,0.6504093408584595,
1009902600,0.6504093408584595,
1009906200,0.11594797670841217,
1009909800,-0.08659327030181885,
1009913400,-0.13744069635868073,
1009917000,-0.13744069635868073,
1009920600,0.15583017468452454,
1009924200,0.45501595735549927,
1009927800,0.743556559085846,
1009931400,0.743556559085846,
1009935000,0.997132420539856,
1009938600,0.9351815581321716,
1009942200,0.7399876713752747,
1009945800,0.7399876713752747,
1009949400,0.2744449973106384,
1009953000,0.08232061564922333,
1009956600,0.03061600960791111,
1009960200,0.03061600960791111,
1009963800,0.32220181822776794,
1009967400,0.6368464827537537,
1009971000,0.9637531638145447,
1009974600,0.9637531638145447,
1009978200,1.3125399351119995,
1009981800,1.290432095527649,
1009985400,1.1033296585083008,
1009989000,1.1033296585083008,
1009992600,0.5605574250221252,
1009996200,0.2754605710506439,
1009999800,0.10605199635028839,
1010003400,0.10605199635028839,
1010007000,0.18899402022361755,
1010010600,0.4221569001674652,
1010014200,0.7078100442886353,
1010017800,0.7078100442886353,
1010021400,1.083446741104126,
1010025000,1.1201802492141724,
1010028600,1.0052226781845093,
1010032200,1.0052226781845093,
1010035800,0.5634452700614929,
1010039400,0.2992505431175232,
1010043000,0.12289940565824509,
1010046600,0.12289940565824509,
1010050200,0.1720145344734192,
1010053800,0.39651769399642944,
1010057400,0.6890479922294617,
1010061000,0.6890479922294617,
1010064600,1.1179553270339966,
1010068200,1.1969109773635864,
1010071800,1.1150561571121216,
1010075400,1.1150561571121216,
1010079000,0.6683334708213806,
1010082600,0.35562172532081604,
1010086200,0.10957581549882889,
1010089800,0.10957581549882889,
1010093400,0.017459530383348465,
1010097000,0.17375120520591736,
1010100600,0.4355705678462982,
1010104200,0.4355705678462982,
1010107800,0.9170246720314026,
1010111400,1.074084997177124,
1010115000,1.0880060195922852,
1010118600,1.0880060195922852,
1010122200,0.8018287420272827,
1010125800,0.5513966083526611,
1010129400,0.33532676100730896,
1010133000,0.33532676100730896,
1010136600,0.22248893976211548,
1010140200,0.35000693798065186,
1010143800,0.5888124108314514,
1010147400,0.5888124108314514,
1010151000,1.0663740634918213,
1010154600,1.2358444929122925,
1010158200,1.2614212036132812,
1010161800,1.2614212036132812,
1010165400,0.9566367864608765,
1010169000,0.6530341506004333,
1010172600,0.3439425230026245,
1010176200,0.3439425230026245,
1010179800,0.01302495039999485,
1010183400,0.021044256165623665,
1010187000,0.16476722061634064,
1010190600,0.16476722061634064,
1010194200,0.5803128480911255,
1010197800,0.7873647809028625,
