POINT;MSE_ARIMA;MAE_ARIMA;MAPE_ARIMA;R^2_ARIMA;MSE_HYB;MAE_HYB;MAPE_HYB;R^2_HYB;MSE_DIF;MAE_DIF;MAPE_DIF;R^2_DIF
76.04_22.72;0.0014576206614371574;0.031056157293628265;42.78441904761905;-2.3612448759064763e+31;0.00042198811549927533;0.016444465106449764;9.642999999999988;-6.378135490134723e+30;-0.001035632545937882;-0.014611692187178501;-33.14141904761907;-1.723431326893004e+31
75.24_22.72;0.0013907446165740457;0.030279171749378237;71.55081904761904;-2.7842508806481263e+31;0.000458236799559251;0.016869569340458346;30.36335238095238;-7.689024417863089e+30;-0.0009325078170147947;-0.01340960240891989;-41.187466666666666;-2.0153484388618174e+31
74.44_22.72;0.00118633418089036;0.02753065226094444;64.04933333333332;-3.073408844317475e+32;0.00046898908193457675;0.016946796817477437;36.925399999999996;-9.974189127323089e+31;-0.0007173450989557833;-0.010583855443467002;-27.123933333333326;-2.0759899315851664e+32
76.84_24.72;0.0017568140542053988;0.03490491878434861;97.52232380952381;-1.197821517848802e+32;0.00041951398701557067;0.016531906607883368;49.28405714285715;-3.785252176811142e+31;-0.0013373000671898282;-0.01837301217646524;-48.23826666666666;-8.192963001676877e+31
76.04_24.72;0.0017692464697305502;0.035457947558957606;87.1337238095238;-2.2917227217222785e+31;0.00037380646621978567;0.015397792726545317;34.671571428571426;-4.3768693597007724e+30;-0.0013954400035107646;-0.02006015483241229;-52.462152380952375;-1.8540357857522012e+31
75.24_24.72;0.001052813180798203;0.02612521337057258;68.38598095238095;-3.330257046447891e+32;0.00038821064226266;0.015592766479121757;33.17789523809524;-1.4335365474025223e+32;-0.0006646025385355429;-0.010532446891450824;-35.20808571428571;-1.8967204990453684e+32
74.44_24.72;0.0009879555461121993;0.025533323421543807;34.85361904761905;-3.303294936495524e+31;0.0005364341587161923;0.018607377554769492;7.436352380952381;-2.2670074134650147e+31;-0.00045152138739600696;-0.006925945866774315;-27.417266666666666;-1.0362875230305092e+31
77.64_26.72;0.002032657266121413;0.038298778969986444;150.57865714285714;-5.696777146497568e+31;0.0003776073947958825;0.015815092544336128;64.27751428571429;-8.713179051237803e+30;-0.0016550498713255304;-0.022483686425650316;-86.30114285714285;-4.825459241373788e+31
76.84_26.72;0.0020532820593859606;0.03829720340100208;98.81930476190476;-3.6836595766439177e+31;0.0003940475162366144;0.01611632052297305;37.30899047619047;-6.191042450671712e+30;-0.0016592345431493461;-0.02218088287802903;-61.51031428571429;-3.0645553315767465e+31
76.04_26.72;0.0008175764438118888;0.022734183893096366;77.35473333333334;-1.834276436007802e+31;0.00032308018966139597;0.014173717865875981;32.29978095238095;-6.97878522413551e+30;-0.0004944962541504928;-0.008560466027220385;-45.05495238095239;-1.1363979135942509e+31
75.24_26.72;0.0009145558003739272;0.024558776190717682;9.91067619047619;-5.296964547925619e+32;0.0004700149513383967;0.017287805912417194;-18.25184761904762;-5.809011558496777e+32;-0.0004445408490355305;-0.007270970278300488;8.34117142857143;5.120470105711582e+31
77.64_28.72;0.0015728428704405613;0.03326209327946696;157.09436190476194;-5.271715462849653e+32;0.00029278696153889377;0.013682283586218593;63.468666666666664;-1.9802565942398925e+32;-0.0012800559089016675;-0.019579809693248372;-93.62569523809528;-3.2914588686097605e+32
76.84_28.72;0.0010678203407024096;0.02664693529002631;16.475361904761908;-3.3919718967266167e+31;0.0002833340925628558;0.013411234248141573;-31.86340952380952;-1.438176477798844e+31;-0.0007844862481395538;-0.013235701041884736;15.388047619047612;-1.9537954189277726e+31
76.04_28.72;0.0009211283315184;0.024318090497909752;74.33614285714287;-1.8140341752572602e+31;0.00036888135033542733;0.015255746266435204;53.802400000000006;-7.34107094240449e+30;-0.0005522469811829727;-0.009062344231474548;-20.53374285714287;-1.079927081016811e+31
76.84_30.72;0.0010970567899126105;0.026116242809011404;42.24601904761906;-1.8694158412541812e+31;0.000674044374016445;0.020492767196729832;42.56958095238096;-1.9478733815431313e+31;-0.00042301241589616544;-0.005623475612281572;0.3235619047619025;7.845754028895009e+29
76.84_32.72;4.85309653107397e+157;9.382752328552721e+76;3.180494489793255e+80;-5.0876771171623224e+191;1.2132741327684925e+157;4.6913761642763604e+76;1.5902472448966275e+80;-1.2719192792905806e+191;-3.639822398305478e+157;-4.6913761642763604e+76;-1.5902472448966275e+80;-3.8157578378717415e+191
