75.532663_17.902096;76.006222_24.893752;75.210923_11.252254;dates
-0.4504828453063965;-0.4825170040130615;-0.4841928482055664;2002-07-09
-0.44174522161483765;-0.4807727634906769;-0.4855841398239136;2002-07-10
-0.4364010691642761;-0.4860108196735382;-0.4865969717502594;2002-07-11
-0.44313541054725647;-0.47949373722076416;-0.48584532737731934;2002-07-12
-0.43907907605171204;-0.47675904631614685;-0.4828673005104065;2002-07-13
-0.4405289590358734;-0.4700543284416199;-0.4824250638484955;2002-07-14
-0.44472768902778625;-0.4827575087547302;-0.4849424660205841;2002-07-15
-0.4475513994693756;-0.48636433482170105;-0.4864371120929718;2002-07-16
-0.4459068179130554;-0.4849489629268646;-0.4869428277015686;2002-07-17
-0.44756177067756653;-0.48416829109191895;-0.4840497672557831;2002-07-18
-0.4415513277053833;-0.48228099942207336;-0.4716138541698456;2002-07-19
-0.44043728709220886;-0.48029956221580505;-0.47051572799682617;2002-07-20
-0.4430723190307617;-0.47991958260536194;-0.470176637172699;2002-07-21
-0.45481452345848083;-0.4855848550796509;-0.4722396731376648;2002-07-22
-0.44680845737457275;-0.47897881269454956;-0.4708808958530426;2002-07-23
-0.44211190938949585;-0.48083817958831787;-0.4772379696369171;2002-07-24
-0.44378575682640076;-0.48440736532211304;-0.47568485140800476;2002-07-25
-0.4580640196800232;-0.49144986271858215;-0.4809965193271637;2002-07-26
-0.4512863755226135;-0.4885234534740448;-0.481337308883667;2002-07-27
-0.47368982434272766;-0.5109193325042725;-0.4803721606731415;2002-07-28
-0.46967601776123047;-0.5004165768623352;-0.4797004461288452;2002-07-29
-0.48842108249664307;-0.5178447961807251;-0.47741377353668213;2002-07-30
-0.4785192012786865;-0.4934358596801758;-0.4610864520072937;2002-07-31
-0.47065141797065735;-0.5082733035087585;-0.46405112743377686;2002-08-01
-0.47185367345809937;-0.5007174611091614;-0.4569651782512665;2002-08-02
-0.45976459980010986;-0.4858139753341675;-0.4572027921676636;2002-08-03
-0.4441400468349457;-0.4819716215133667;-0.4535757005214691;2002-08-04
-0.44142261147499084;-0.47820791602134705;-0.4486081302165985;2002-08-05
-0.44016921520233154;-0.47464248538017273;-0.4479098320007324;2002-08-06
-0.4331231713294983;-0.4726617634296417;-0.45303261280059814;2002-08-07
-0.4340932369232178;-0.47004806995391846;-0.4572412073612213;2002-08-08
-0.43579724431037903;-0.4687718152999878;-0.4566963315010071;2002-08-09
-0.435541570186615;-0.4695229232311249;-0.45548537373542786;2002-08-10
-0.44441068172454834;-0.48213544487953186;-0.456398606300354;2002-08-11
-0.4425339102745056;-0.47733449935913086;-0.4530189335346222;2002-08-12
-0.43427926301956177;-0.46981295943260193;-0.4519723057746887;2002-08-13
-0.42432543635368347;-0.4678882360458374;-0.45059624314308167;2002-08-14
-0.4281681180000305;-0.46820303797721863;-0.4460409879684448;2002-08-15
-0.42374271154403687;-0.46896275877952576;-0.4424969255924225;2002-08-16
-0.4168015718460083;-0.4568275213241577;-0.44756820797920227;2002-08-17
-0.4020597040653229;-0.4528130292892456;-0.4315614402294159;2002-08-18
-0.40145501494407654;-0.44173383712768555;-0.42883193492889404;2002-08-19
-0.4038037657737732;-0.4512569010257721;-0.4422484338283539;2002-08-20
-0.42153406143188477;-0.46984052658081055;-0.4556756615638733;2002-08-21
-0.4320516884326935;-0.4774864912033081;-0.45806142687797546;2002-08-22
-0.4341334104537964;-0.48036953806877136;-0.44905346632003784;2002-08-23
-0.4247492253780365;-0.45908012986183167;-0.4437173902988434;2002-08-24
-0.41604578495025635;-0.4634127914905548;-0.4453398883342743;2002-08-25
-0.42971110343933105;-0.4901748299598694;-0.4491432309150696;2002-08-26
-0.4396624267101288;-0.4799879789352417;-0.451257586479187;2002-08-27
-0.43730419874191284;-0.4768880307674408;-0.44881367683410645;2002-08-28
-0.43457645177841187;-0.47026947140693665;-0.4493025839328766;2002-08-29
-0.4221242368221283;-0.45759108662605286;-0.45449098944664;2002-08-30
-0.4189455211162567;-0.4580552279949188;-0.4679481089115143;2002-08-31
-0.39057865738868713;-0.44604983925819397;-0.4384889602661133;2002-09-01
-0.4136171042919159;-0.4497910439968109;-0.46233120560646057;2002-09-02
-0.4284785985946655;-0.48188862204551697;-0.46116653084754944;2002-09-03
-0.42985934019088745;-0.4550791382789612;-0.45278400182724;2002-09-04
-0.4139479696750641;-0.46330294013023376;-0.4595607817173004;2002-09-05
-0.41231945157051086;-0.4643612802028656;-0.4533901810646057;2002-09-06
-0.40967148542404175;-0.4633050262928009;-0.44750869274139404;2002-09-07
-0.4051160514354706;-0.42880818247795105;-0.44198891520500183;2002-09-08
-0.401204913854599;-0.4381498694419861;-0.44496095180511475;2002-09-09
-0.38570520281791687;-0.44205382466316223;-0.42574575543403625;2002-09-10
-0.4083934724330902;-0.4633486270904541;-0.4217042028903961;2002-09-11
-0.40806594491004944;-0.43504878878593445;-0.42526745796203613;2002-09-12
-0.4006000757217407;-0.4353315532207489;-0.428379625082016;2002-09-13
-0.3873816728591919;-0.43054309487342834;-0.4216287434101105;2002-09-14
-0.40966081619262695;-0.44884830713272095;-0.432576447725296;2002-09-15
-0.4371536374092102;-0.4756567180156708;-0.43339115381240845;2002-09-16
-0.43948209285736084;-0.4525080919265747;-0.4386987090110779;2002-09-17
-0.4134436845779419;-0.44443872570991516;-0.4375237226486206;2002-09-18
-0.4021180272102356;-0.443294882774353;-0.4385949969291687;2002-09-19
-0.40044736862182617;-0.44019514322280884;-0.4349084496498108;2002-09-20
-0.4028942286968231;-0.4514477252960205;-0.43086206912994385;2002-09-21
-0.39686131477355957;-0.4406636953353882;-0.42446914315223694;2002-09-22
-0.41355961561203003;-0.4568014442920685;-0.43146777153015137;2002-09-23
-0.4576045870780945;-0.44209370017051697;-0.4199161231517792;2002-09-24
-0.40820565819740295;-0.43234214186668396;-0.40178602933883667;2002-09-25
-0.39918625354766846;-0.4042532444000244;-0.4115225672721863;2002-09-26
-0.38582369685173035;-0.4209012985229492;-0.4207839071750641;2002-09-27
-0.40561118721961975;-0.4483319818973541;-0.42844101786613464;2002-09-28
-0.41102835536003113;-0.4330776333808899;-0.4132549464702606;2002-09-29
-0.39851081371307373;-0.4254249036312103;-0.40955451130867004;2002-09-30
-0.41143402457237244;-0.46407750248908997;-0.4066796898841858;2002-10-01
-0.4239937663078308;-0.4444783329963684;-0.40546366572380066;2002-10-02
-0.3996109068393707;-0.41004958748817444;-0.40838322043418884;2002-10-03
-0.36335083842277527;-0.395570307970047;-0.40968891978263855;2002-10-04
-0.3668089509010315;-0.4086952805519104;-0.4212128520011902;2002-10-05
-0.3837842047214508;-0.4292762279510498;-0.4321596920490265;2002-10-06
-0.3729676604270935;-0.42495283484458923;-0.4148630201816559;2002-10-07
-0.38087403774261475;-0.4244978427886963;-0.4096454083919525;2002-10-08
-0.3684162199497223;-0.4026561677455902;-0.3978441059589386;2002-10-09
-0.3614349961280823;-0.39495810866355896;-0.392905056476593;2002-10-10
-0.3561355471611023;-0.38847970962524414;-0.38645729422569275;2002-10-11
-0.3594229221343994;-0.3917531669139862;-0.39162778854370117;2002-10-12
-0.37341687083244324;-0.404937744140625;-0.40509483218193054;2002-10-13
-0.3838334083557129;-0.4003027379512787;-0.4095724821090698;2002-10-14
-0.37873363494873047;-0.40418103337287903;-0.40926286578178406;2002-10-15
-0.40299615263938904;-0.4245332181453705;-0.408671498298645;2002-10-16
-0.439227819442749;-0.44716575741767883;-0.42467188835144043;2002-10-17
-0.4814418852329254;-0.505520224571228;-0.44371190667152405;2002-10-18
-0.5121010541915894;-0.5000612735748291;-0.44603803753852844;2002-10-19
-0.4958774745464325;-0.48422303795814514;-0.44436800479888916;2002-10-20
-0.45045825839042664;-0.4503178000450134;-0.44433388113975525;2002-10-21
-0.4140363931655884;-0.43726927042007446;-0.44118764996528625;2002-10-22
-0.4154551923274994;-0.4523218274116516;-0.4619312882423401;2002-10-23
-0.4250393509864807;-0.4648408889770508;-0.4681883752346039;2002-10-24
-0.42646855115890503;-0.45525670051574707;-0.4673343002796173;2002-10-25
-0.4572005569934845;-0.4986940026283264;-0.4791349768638611;2002-10-26
-0.4558805823326111;-0.47788771986961365;-0.46248260140419006;2002-10-27
-0.4669061303138733;-0.4941304922103882;-0.46480661630630493;2002-10-28
-0.4532187283039093;-0.489464670419693;-0.44793015718460083;2002-10-29
-0.4535749554634094;-0.49514803290367126;-0.4563280940055847;2002-10-30
-0.43647080659866333;-0.4610031247138977;-0.4522780478000641;2002-10-31
-0.39737996459007263;-0.43134722113609314;-0.42747166752815247;2002-11-01
-0.39176639914512634;-0.430838018655777;-0.41982221603393555;2002-11-02
-0.37593168020248413;-0.40277501940727234;-0.4044184982776642;2002-11-03
-0.3602600693702698;-0.4018786549568176;-0.41072940826416016;2002-11-04
-0.39827749133110046;-0.42214521765708923;-0.4365042448043823;2002-11-05
-0.3978114724159241;-0.43237683176994324;-0.45085158944129944;2002-11-06
-0.3902139365673065;-0.43473586440086365;-0.46127885580062866;2002-11-07
-0.397986501455307;-0.44605332612991333;-0.465286523103714;2002-11-08
-0.3951980471611023;-0.45243364572525024;-0.45829084515571594;2002-11-09
-0.3704698085784912;-0.4298711121082306;-0.43019935488700867;2002-11-10
-0.369902640581131;-0.41201651096343994;-0.42322036623954773;2002-11-11
-0.3734110891819;-0.4215976297855377;-0.4328932762145996;2002-11-12
-0.36532485485076904;-0.4158779978752136;-0.4360423982143402;2002-11-13
-0.3644758462905884;-0.40976059436798096;-0.44287461042404175;2002-11-14
-0.3938521146774292;-0.4459680914878845;-0.4722801744937897;2002-11-15
-0.4240163564682007;-0.4743295907974243;-0.4733674228191376;2002-11-16
-0.42045286297798157;-0.4604470133781433;-0.45625969767570496;2002-11-17
-0.40618401765823364;-0.4331917464733124;-0.4385693669319153;2002-11-18
-0.3964327871799469;-0.4385058581829071;-0.42801806330680847;2002-11-19
-0.3820898234844208;-0.40198588371276855;-0.41061389446258545;2002-11-20
-0.36644741892814636;-0.410408616065979;-0.4084499776363373;2002-11-21
-0.37103110551834106;-0.4258972406387329;-0.4137962758541107;2002-11-22
-0.3887588381767273;-0.41275280714035034;-0.4142738878726959;2002-11-23
-0.37861502170562744;-0.4060325622558594;-0.4176216423511505;2002-11-24
-0.3748745620250702;-0.40921005606651306;-0.42506271600723267;2002-11-25
-0.36090582609176636;-0.3967428505420685;-0.4254508316516876;2002-11-26
-0.32697129249572754;-0.3800422251224518;-0.4148693382740021;2002-11-27
-0.3335360586643219;-0.3731849491596222;-0.41753438115119934;2002-11-28
-0.3512141704559326;-0.4013811945915222;-0.4282122552394867;2002-11-29
-0.37679678201675415;-0.4249303340911865;-0.43280255794525146;2002-11-30
-0.3955889344215393;-0.4280392527580261;-0.44484174251556396;2002-12-01
-0.41660428047180176;-0.44505763053894043;-0.4521472752094269;2002-12-02
-0.3925534188747406;-0.43248751759529114;-0.44293493032455444;2002-12-03
-0.3968810737133026;-0.4217880964279175;-0.44633230566978455;2002-12-04
-0.3800498843193054;-0.4186984598636627;-0.43734046816825867;2002-12-05
-0.37791669368743896;-0.4054005444049835;-0.4297719895839691;2002-12-06
-0.35851001739501953;-0.3958912789821625;-0.4296887516975403;2002-12-07
-0.3663601279258728;-0.3990994989871979;-0.4254353642463684;2002-12-08
-0.39486849308013916;-0.41686126589775085;-0.42040014266967773;2002-12-09
-0.37325772643089294;-0.38389450311660767;-0.4209437072277069;2002-12-10
-0.3575591444969177;-0.37370118498802185;-0.42038893699645996;2002-12-11
-0.3457109332084656;-0.3863637447357178;-0.42012104392051697;2002-12-12
-0.37813568115234375;-0.40209487080574036;-0.42182034254074097;2002-12-13
-0.39472195506095886;-0.42577505111694336;-0.4188912808895111;2002-12-14
-0.43147599697113037;-0.41654932498931885;-0.40942779183387756;2002-12-15
-0.4089824855327606;-0.3985213041305542;-0.4291556775569916;2002-12-16
-0.4292314052581787;-0.4149685800075531;-0.4395824372768402;2002-12-17
-0.4169852137565613;-0.423150897026062;-0.4104782044887543;2002-12-18
-0.4124424159526825;-0.4176780581474304;-0.42689844965934753;2002-12-19
-0.43257397413253784;-0.4105401933193207;-0.4327746331691742;2002-12-20
-0.4069448709487915;-0.34772124886512756;-0.42408546805381775;2002-12-21
-0.33364054560661316;-0.3447357416152954;-0.39830946922302246;2002-12-22
-0.34677058458328247;-0.3700927793979645;-0.41559818387031555;2002-12-23
-0.3664149045944214;-0.37360987067222595;-0.4190056324005127;2002-12-24
-0.3607712388038635;-0.3661729693412781;-0.43136128783226013;2002-12-25
-0.34168311953544617;-0.367645800113678;-0.4430835247039795;2002-12-26
-0.34716641902923584;-0.36705687642097473;-0.45538246631622314;2002-12-27
-0.369519978761673;-0.3837757706642151;-0.4582917392253876;2002-12-28
-0.38737067580223083;-0.3874565064907074;-0.450590044260025;2002-12-29
-0.3748275935649872;-0.3786499500274658;-0.4378770887851715;2002-12-30
-0.36098137497901917;-0.3640201687812805;-0.4390065670013428;2002-12-31
