POINT;MSE_ARIMA;MAE_ARIMA;MAPE_ARIMA;R^2_ARIMA;MSE_HYB;MAE_HYB;MAPE_HYB;R^2_HYB;MSE_DIF;MAE_DIF;MAPE_DIF;R^2_DIF
75.24_13.72;6.614295418476612e-05;0.007080947116816656;19.492733333333334;-1.1533519167630922e+30;0.00019650420696347136;0.011149673434127868;31.626600000000003;-4.364239083910832e+30;0.00013036125277870526;0.004068726317311212;12.13386666666667;3.21088716714774e+30
75.04_13.72;7.771971901450548e-05;0.007865364129028777;20.664433333333328;-1.1129208501995769e+30;0.00023058453626475131;0.012333536564358637;32.09433333333334;-4.394616994592085e+30;0.00015286481725024584;0.00446817243532986;11.42990000000001;3.2816961443925083e+30
74.84_13.72;0.00010183785624587125;0.009104563674319914;22.466933333333333;-1.281036168460765e+30;0.00011028413210746412;0.008670952755159271;21.810733333333328;-1.8036171148757195e+30;8.446275861592867e-06;-0.00043361091916064264;-0.6562000000000054;5.225809464149544e+29
76.64_14.72;0.00012861298740444343;0.009821919108011388;20.872066666666665;-9.073268784958261e+29;0.00026740713789044217;0.014249047417606681;26.656466666666663;-1.8577565182787145e+30;0.00013879415048599874;0.004427128309595293;5.784399999999998;9.504296397828884e+29
76.44_14.72;7.305206938282852e-05;0.007262194304300711;15.270333333333333;-7.392129267808876e+29;0.00019646537494008443;0.01187865573556599;21.475266666666663;-1.1390372859642101e+30;0.0001234133055572559;0.004616461431265279;6.204933333333329;3.998243591833225e+29
76.24_14.72;5.688414968719044e-05;0.00598922474279383;12.8377;-6.267801292528063e+29;0.00015381419383529238;0.009838051618334849;17.80806666666667;-5.859011731751133e+29;9.693004414810194e-05;0.0038488268755410187;4.970366666666669;-4.087895607769299e+28
76.04_14.72;6.232863761108903e-05;0.006088684039427241;14.674233333333332;-5.6347247016150854e+29;0.00017731058750378425;0.01008732656928049;19.031933333333335;-7.397045342517512e+29;0.00011498194989269522;0.003998642529853249;4.357700000000003;1.762320640902426e+29
75.84_14.72;5.834436869028664e-05;0.00581723424787219;14.111266666666667;-7.954478188985024e+29;0.00026260680646304524;0.01262928880128609;24.13826666666667;-1.9402268824793782e+30;0.0002042624377727586;0.0068120545534139;10.027000000000003;1.1447790635808759e+30
75.64_14.72;5.344267333034948e-05;0.005529287694850145;13.962833333333332;-8.383006549329838e+29;0.0001855646998621752;0.010711343814748414;22.128666666666668;-1.9855087399261887e+30;0.0001321220265318257;0.005182056119898269;8.165833333333335;1.147208084993205e+30
75.44_14.72;4.903383295931348e-05;0.005408872929347681;14.080100000000003;-1.1264909386352873e+30;0.0001490731786176606;0.010290917822715516;22.721999999999998;-1.9215215738548645e+30;0.00010003934565834711;0.004882044893367835;8.641899999999994;7.950306352195771e+29
75.24_14.72;8.645910532744886e-05;0.007593421205789577;22.594833333333337;-1.710923084164848e+30;0.0002851607257963988;0.013901225248391429;36.268766666666664;-2.9091150957374366e+30;0.00019870162046894995;0.006307804042601852;13.673933333333327;1.1981920115725887e+30
75.04_14.72;8.645910532744886e-05;0.007593421205789577;22.594833333333337;-1.710923084164848e+30;0.0008607820053322794;0.02561322176343591;67.17790000000001;-1.0914370284217858e+31;0.0007743229000048305;0.018019800557646334;44.58306666666667;9.20344720005301e+30
74.84_14.72;0.00014488707137795984;0.010731042709354844;34.42996666666667;-2.706580017563672e+30;0.0006215417992968026;0.02345493025508293;70.5754;-8.412297332591867e+30;0.0004766547279188427;0.012723887545728086;36.14543333333333;5.705717315028195e+30
74.64_14.72;0.00014488707137795984;0.010731042709354844;34.42996666666667;-2.706580017563672e+30;0.00015411795044677478;0.010023812453474027;34.155300000000004;-4.529630211422328e+30;9.230879068814938e-06;-0.0007072302558808162;-0.2746666666666684;1.823050193858656e+30
76.24_15.72;0.00010543188690437798;0.009233711552604572;18.896699999999996;-9.530798879297929e+29;0.00015691646747642096;0.010372133264638077;18.9932;-1.2036998306302489e+30;5.148458057204298e-05;0.0011384217120335056;0.09650000000000603;2.5061994270045606e+29
76.04_15.72;9.440190192699978e-05;0.007897976776707108;19.430033333333327;-8.451430277622452e+29;8.76710434441689e-05;0.006878661343661421;12.697333333333336;-3.88936356353679e+29;-6.730858482830883e-06;-0.0010193154330456868;-6.732699999999991;-4.562066714085662e+29
75.84_15.72;8.32297646013706e-05;0.0071498832106212116;17.912833333333335;-1.9242924259472815e+30;0.0001719668195227598;0.010828601736154074;19.473266666666667;-5.6274931132586915e+29;8.87370549213892e-05;0.003678718525532862;1.5604333333333322;-1.3615431146214124e+30
75.64_15.72;8.406376155351517e-05;0.007578371379786828;19.5807;-1.7876535534165502e+30;0.00018834761589054354;0.011109291624525845;20.729066666666668;-1.0194748559916874e+30;0.00010428385433702837;0.0035309202447390163;1.1483666666666679;-7.681786974248629e+29
75.44_15.72;9.212464754497828e-05;0.0077466522742244935;22.047233333333335;-2.57115783146271e+30;0.00014490801097192342;0.009542113308130856;17.501800000000003;-1.2626712249370522e+30;5.278336342694514e-05;0.001795461033906362;-4.545433333333332;-1.3084866065256574e+30
75.24_15.72;0.00011704877874197825;0.00816703000643078;27.92706666666667;-1.697331076645789e+30;0.00012631176127965337;0.008961096291235947;18.10866666666667;-1.2757419263167926e+30;9.262982537675129e-06;0.0007940662848051668;-9.818399999999997;-4.2158915032899634e+29
75.04_15.72;0.0001227675007984948;0.00805798494088932;29.13403333333333;-5.129476679563036e+30;5.9963787175890594e-05;0.005111831991956101;11.979333333333333;-4.631334204981506e+29;-6.280371362260421e-05;-0.002946152948933219;-17.1547;-4.6663432590648854e+30
74.84_15.72;0.00011796216210140895;0.008064815554276416;30.029866666666667;-5.00524452167019e+30;8.238176981863539e-05;0.007065773789818844;20.649600000000003;-1.5587259049571612e+30;-3.558039228277356e-05;-0.0009990417644575719;-9.380266666666664;-3.446518616713029e+30
74.64_15.72;0.0001292199754318973;0.008923094084415738;32.034933333333335;-3.9886356991454304e+30;7.81316117657984e-05;0.0064190069357165395;19.447633333333332;-1.3061806308846874e+30;-5.108836366609891e-05;-0.0025040871486991982;-12.587300000000003;-2.6824550682607427e+30
74.44_15.72;8.886490953156268e-05;0.006767218131480915;25.13086666666667;-3.185040892423992e+30;0.00010991419619960782;0.008587829621728825;20.334;-1.1056692633871528e+30;2.1049286668045145e-05;0.0018206114902479097;-4.79686666666667;-2.0793716290368393e+30
76.24_16.72;0.00011700264535547654;0.009737297886815561;19.802233333333337;-7.731837106171044e+29;0.00018493947659695479;0.011239856487799568;21.0844;-9.194275123257281e+29;6.793683124147825e-05;0.0015025586009840067;1.2821666666666616;1.462438017086237e+29
76.04_16.72;0.000116070230812158;0.009756072209624654;21.239199999999997;-1.407378830906188e+30;9.417536663730908e-05;0.007782907149402649;15.507266666666665;-7.062164148853222e+29;-2.1894864174848926e-05;-0.001973165060222005;-5.731933333333332;-7.011624160208657e+29
75.84_16.72;0.00010594973809631471;0.008753096590213645;22.17396666666667;-2.3649796291368442e+30;0.0001016966949472041;0.008638551973950862;17.0076;-8.283006256874948e+29;-4.253043149110615e-06;-0.00011454461626278327;-5.1663666666666686;-1.5366790034493495e+30
75.64_16.72;0.00016592164931931942;0.011407696841508943;25.849933333333333;-3.8033384008682396e+30;0.00035934189422927044;0.015554323183961242;24.2546;-1.0179543382645406e+30;0.00019342024490995102;0.0041466263424523;-1.5953333333333326;-2.785384062603699e+30
75.44_16.72;0.00016592164931931942;0.011407696841508943;25.849933333333333;-3.8033384008682396e+30;0.00033532417366686004;0.014978869832953217;23.49076666666667;-8.866992291628603e+29;0.00016940252434754062;0.003571172991444275;-2.3591666666666633;-2.9166391717053793e+30
75.24_16.72;0.0001666432646849792;0.011431058990084878;29.710166666666666;-1.597266700612012e+30;0.00026927969910050967;0.013616088226158245;24.356499999999997;-9.898988761861434e+29;0.00010263643441553046;0.0021850292360733672;-5.353666666666669;-6.073678244258685e+29
75.04_16.72;0.0001666432646849792;0.011431058990084878;29.710166666666666;-1.597266700612012e+30;0.0002692787579484769;0.013712033180234975;24.652266666666666;-9.813677958437667e+29;0.00010263549326349768;0.002280974190150097;-5.0579;-6.158989047682451e+29
74.84_16.72;0.0001520241881971428;0.010971026218360398;36.231766666666665;-6.340889664987021e+30;0.00021157440907874564;0.012576110932704745;30.47480000000001;-2.227559292561484e+30;5.955022088160284e-05;0.0016050847143443472;-5.756966666666656;-4.113330372425537e+30
74.64_16.72;0.0001520241881971428;0.010971026218360398;36.231766666666665;-6.340889664987021e+30;0.0003085347187901834;0.01465667681688879;29.90066666666667;-2.2902555239567393e+30;0.00015651053059304062;0.003685650598528392;-6.331099999999996;-4.050634141030282e+30
74.44_16.72;0.00020565714318439957;0.012737897396340523;817.6755333333333;-1.1430113118551397e+31;0.00029804927834992356;0.014619254291518747;608.6245333333334;-7.171026608521033e+30;9.239213516552399e-05;0.001881356895178224;-209.05099999999993;-4.2590865100303637e+30
74.24_16.72;0.00020565714318439957;0.012737897396340523;817.6755333333333;-1.1430113118551397e+31;0.00024443371918378914;0.01266039284417825;484.5781666666668;-4.1321599697446984e+30;3.8776575999389565e-05;-7.750455216227331e-05;-333.0973666666665;-7.297953148806698e+30
76.24_17.72;0.00014954290119808245;0.011117099001330259;30.11973333333333;-1.7662477681165276e+30;0.0001293685226884794;0.009652123352882645;25.819266666666667;-1.1172736266455855e+30;-2.0174378509603055e-05;-0.0014649756484476136;-4.3004666666666616;-6.489741414709421e+29
76.04_17.72;0.00014629072409407258;0.010904447823675311;29.8201;-1.5218081291706424e+30;0.0002749796788468905;0.013977853419345532;26.226866666666663;-1.4553767096341603e+30;0.00012868895475281791;0.003073405595670221;-3.5932333333333375;-6.643141953648216e+28
75.84_17.72;0.00016948021420956476;0.011601079825257233;28.95936666666666;-2.5246829434078256e+30;0.00039015888331101275;0.016101259092809246;26.1723;-1.2598234590435461e+30;0.000220678669101448;0.0045001792675520135;-2.787066666666661;-1.2648594843642795e+30
75.64_17.72;0.0001626399030406755;0.011322764973193651;27.447299999999995;-2.562657934719047e+30;0.0003530472991265766;0.015319192052680997;24.4239;-1.4981794246446327e+30;0.00019040739608590108;0.003996427079487346;-3.023399999999995;-1.0644785100744144e+30
75.44_17.72;0.0002622098298548181;0.014072590151265923;32.31023333333333;-2.4170715942647171e+30;0.0004976293169113673;0.0182886828165043;30.373533333333334;-1.344053626569342e+30;0.00023541948705654923;0.004216092665238376;-1.9366999999999948;-1.073017967695375e+30
75.24_17.72;0.0002622098298548181;0.014072590151265923;32.31023333333333;-2.4170715942647171e+30;0.0005185901966836835;0.01854585817163463;30.201099999999997;-1.4350630576155514e+30;0.0002563803668288654;0.004473268020368706;-2.1091333333333324;-9.820085366491657e+29
75.04_17.72;0.0002675475853048211;0.014130371830325143;32.07086666666666;-8.355750129243366e+30;0.0005875111213548347;0.02024800016997118;32.728366666666666;-3.2011126278541263e+30;0.0003199635360500136;0.006117628339646039;0.657500000000006;-5.15463750138924e+30
74.84_17.72;0.0002675475853048211;0.014130371830325143;32.07086666666666;-8.355750129243366e+30;0.0006283279267809851;0.020974391611348453;33.4702;-3.322947591040266e+30;0.000360780341476164;0.00684401978102331;1.3993333333333382;-5.0328025382031e+30
74.64_17.72;0.00032644843580409004;0.0154526627462802;45.26470000000001;-7.850815555598282e+30;0.0006136642809265962;0.020384751326057972;42.15183333333334;-3.7319377144671827e+30;0.00028721584512250616;0.004932088579777772;-3.112866666666669;-4.1188778411310996e+30
74.44_17.72;0.00043410004779883063;0.017567414510479502;21.838833333333337;-1.0320673742619788e+31;0.0007046841045516937;0.02157462057536631;9.081900000000001;-1.7512990633737055e+31;0.0002705840567528631;0.004007206064886807;-12.756933333333336;7.192316891117267e+30
74.24_17.72;0.00043410004779883063;0.017567414510479502;21.838833333333337;-1.0320673742619788e+31;0.000648598578231047;0.020646360909692907;7.626600000000002;-1.9977075982318284e+31;0.0002144985304322164;0.0030789463992134045;-14.212233333333335;9.656402239698496e+30
74.04_17.72;0.0004033686417834886;0.017087180679967024;-1545.8351333333333;-1.5210994472460794e+31;0.0005739698651698221;0.01995228441388215;-1944.309533333333;-1.129789586650613e+31;0.0001706012233863335;0.0028651037339151274;398.47439999999983;-3.9130986059546634e+30
77.24_18.72;0.00016366315568919787;0.01067574563250774;18.793233333333333;-1.5912027603625984e+30;0.00018075924759693846;0.009707960137835314;21.09883333333333;-3.2785738416885186e+30;1.7096091907740587e-05;-0.0009677854946724251;2.3055999999999983;1.6873710813259201e+30
77.04_18.72;0.00015932975558211165;0.01054730195129857;19.247333333333334;-1.3653118980542295e+30;0.00019424304921043312;0.010323048601562928;20.6784;-1.5032731019389358e+30;3.491329362832147e-05;-0.00022425334973564214;1.4310666666666663;1.3796120388470633e+29
76.84_18.72;0.00015289918835275444;0.010576425263236803;20.626600000000003;-1.1446333933014632e+30;0.00019064262657634114;0.010861113023755125;22.379533333333335;-3.434777324141105e+30;3.77434382235867e-05;0.0002846877605183224;1.7529333333333312;2.2901439308396419e+30
76.64_18.72;0.00015668971324282998;0.01101445057138811;22.339366666666667;-1.9254568234125604e+30;0.00017722052395445576;0.010642621649063448;22.452733333333335;-3.6054336339447755e+30;2.0530810711625783e-05;-0.0003718289223246622;0.11336666666666773;1.679976810532215e+30
76.44_18.72;0.00016789294494857736;0.011826519934763151;29.530733333333334;-3.0880894815464945e+30;0.000194698600840577;0.011568848722551239;25.73003333333333;-3.032098438297237e+30;2.6805655891999646e-05;-0.0002576712122119122;-3.8007000000000026;-5.599104324925762e+28
76.24_18.72;0.00016789294494857736;0.011826519934763151;29.530733333333334;-3.0880894815464945e+30;0.00025360304841232697;0.012978484282382926;26.802200000000003;-3.042165986655465e+30;8.57101034637496e-05;0.001151964347619775;-2.7285333333333313;-4.592349489102966e+28
