POINT;MSE_ARIMA;MAE_ARIMA;MAPE_ARIMA;R^2_ARIMA;KS_ARIMA;MSE_HYB;MAE_HYB;MAPE_HYB;R^2_HYB;KS_HYB;MSE_DIF;MAE_DIF;MAPE_DIF;R^2_DIF;KS_DIF;lat;lon
75.04_12.72;9.451724563571483e-05;0.007308543362810905;21.074;0.4339865717807113;3.014733066755345e-05;0.00013383733514332053;0.008961853949304254;24.011;0.19851950425880804;8.325033231376963e-06;3.9320089507605696e-05;0.0016533105864933485;2.9369999999999976;-0.23546706752190327;-2.1822297436176487e-05;75.04;12.72
74.84_12.72;0.00012155548013782957;0.008642073947567025;16.961;0.3646263786083348;1.2055534275115376e-08;0.000225697810792024;0.011857164933747725;22.328;-0.1797282625225758;3.992287993688772e-13;0.00010414233065419443;0.0032150909861807;5.367000000000001;-0.184898116085759;-1.2055135046316007e-08;74.84;12.72
76.84_13.72;0.0002240256843356226;0.012210551092459273;74.057;0.35396138009397893;0.0005254817947559881;0.00024583540747308714;0.012855665109858659;134.752;0.2910671477739416;4.912048234401506e-08;2.1809723137464535e-05;0.0006451140173993862;60.69500000000001;-0.06289423232003732;-0.000525432674273644;76.84;13.72
76.64_13.72;0.00014972850928117614;0.010234913386986625;141.758;0.5312485956204094;0.00014951007214070522;0.0002424239435532171;0.012147808595041129;146.105;0.24104925280188105;1.2900448220736158e-08;9.269543427204097e-05;0.0019128952080545037;4.34699999999998;-0.2901993428185283;-0.00014949717169248448;76.64;13.72
76.44_13.72;0.00014972850928117614;0.010234913386986625;141.758;0.5312485956204094;0.00014951007214070522;0.0003753428194477326;0.015554132819215036;242.862;-0.17507664094562148;0.17337793661126488;0.00022561431016655649;0.005319219432228411;101.10399999999998;-0.3561719546747879;0.17322842653912418;76.44;13.72
76.24_13.72;0.00016972506592071208;0.01057408216520752;32.477;0.31865200697962015;7.271472763586156e-11;0.0004193981552239371;0.016331799248189376;65.381;-0.6836410685017595;0.027751070818187618;0.00024967308930322503;0.0057577170829818565;32.904;0.3649890615221394;0.02775107074547289;76.24;13.72
76.04_13.72;0.00016972506592071208;0.01057408216520752;32.477;0.31865200697962015;7.271472763586156e-11;0.0003166125551820008;0.014228714331249758;36.387;-0.2710163220032964;9.169897942062844e-05;0.00014688748926128874;0.0036546321660422387;3.9100000000000037;-0.047635684976323756;9.16989067059008e-05;76.04;13.72
75.84_13.72;0.00017155800087189925;0.010600234776544601;32.673;0.28895176914815335;1.2569753400998843e-11;0.0002151858395854047;0.011522571759238391;30.611;0.10812955522942602;2.0493501683234826e-07;4.362783871350546e-05;0.0009223369826937902;-2.062000000000001;-0.18082221391872733;2.0492244707894725e-07;75.84;13.72
75.64_13.72;0.00011369200366582964;0.008426413117363342;26.99;0.501140154021619;2.6265190185827726e-07;0.0002111123757984185;0.01147868287424042;39.504;0.0736772694720138;0.02180925731886152;9.742037213258885e-05;0.003052269756877078;12.514;-0.42746288454960524;0.02180899466695966;75.64;13.72
75.44_13.72;0.00011369200366582964;0.008426413117363342;26.99;0.501140154021619;2.6265190185827726e-07;0.00023769683003166018;0.012424775855484895;37.242;-0.0429704833743032;0.3019814700561052;0.00012400482636583054;0.0039983627381215536;10.251999999999999;-0.45816967064731584;0.30198120740420337;75.44;13.72
75.24_13.72;9.361776246646378e-05;0.0074066281460186045;-16.543;0.5325273706542477;2.9136778521848064e-06;0.00025368389089391055;0.012514517239375089;22.126;-0.2667497318291423;0.0758962228889537;0.0001600661284274468;0.005107889093356484;5.583000000000002;-0.2657776388251054;0.07589330921110152;75.24;13.72
75.04_13.72;8.963009397216204e-05;0.007153752417870379;14.469;0.5218625564596557;2.669859714067678e-06;0.00017821803135813008;0.010620356132741473;29.139;0.04928456358826083;0.004937110866624406;8.858793738596804e-05;0.003466603714871094;14.67;-0.4725779928713949;0.004934441006910338;75.04;13.72
74.84_13.72;8.85534400652279e-05;0.007091742357775365;26.45;0.5110643391979037;2.6257757153722176e-06;0.00011818724191820078;0.008527994815777238;32.821;0.3474453710314592;9.240629095713879e-05;2.9633801852972874e-05;0.0014362524580018732;6.370999999999999;-0.1636189681664445;8.978051524176657e-05;74.84;13.72
76.64_14.72;0.0005968042723765387;0.019078179515675545;58.669;-0.5028822941837734;8.822003791195925e-17;0.0004422650203541342;0.01701011390459731;53.285;-0.11371901843171828;1.536985152866461e-17;-0.0001545392520224045;-0.002068065611078234;-5.384;-0.3891632757520551;-7.285018638329465e-17;76.64;14.72
76.44_14.72;0.00021045891865827912;0.0120937028232306;2776.552;0.43892164297971303;0.001683017827058042;0.00026862539886181547;0.013077318676066351;1067.419;0.283851221852804;3.628667343080565e-08;5.8166480203536344e-05;0.0009836158528357519;-1709.133;-0.15507042112690905;-0.0016829815403846113;76.44;14.72
76.24_14.72;0.00016725524260589522;0.010850601581589186;20.602;0.5598976365102666;0.00475447577682675;0.00022230108511697404;0.011551030320865359;26.827;0.41505431194857934;2.756953332873529e-06;5.504584251107882e-05;0.0007004287392761727;6.225000000000001;-0.14484332456168725;-0.004751718823493877;76.24;14.72
76.04_14.72;0.00019106848538692233;0.011808680423669607;45.168;0.5402809228925693;0.0013720870360375281;0.00030740427223523517;0.01353604798546171;37.19;0.2603719653469536;2.082479533924147e-06;0.00011633578684831284;0.001727367561792103;-7.9780000000000015;-0.27990895754561573;-0.001370004556503604;76.04;14.72
75.84_14.72;0.0001840741578111295;0.011534438550163447;-2386.033;0.5109546279895971;6.92403764788104e-05;0.0004286428211168404;0.016231600028641054;-2365.182;-0.13881160943711413;1.2380125899899934e-08;0.0002445686633057109;0.0046971614784776065;-20.851000000000113;-0.372143018552483;-6.92279963529105e-05;75.84;14.72
75.64_14.72;0.00018208492319275532;0.011405737635687639;311.123;0.44893495187486765;5.031674200121344e-06;0.0002992940522778276;0.013676483429973388;790.008;0.09421116020983622;2.9194495416238345e-07;0.00011720912908507228;0.0022707457942857494;478.88500000000005;-0.35472379166503143;-4.7397292459589605e-06;75.64;14.72
75.44_14.72;0.00015909907209498835;0.010622502718098037;37.137;0.45710435623768775;2.697308884423579e-06;0.00018833475721928336;0.01109097198809424;56.988;0.3573430824138515;1.7391489992287986e-07;2.923568512429501e-05;0.00046846926999620335;19.851;-0.09976127382383626;-2.5233939845006994e-06;75.44;14.72
75.24_14.72;9.954663181715705e-05;0.00812756951994047;-17.612;0.5553039170221034;3.9436362147933176e-05;0.0001813459155384757;0.01139145363309878;-19.298;0.18988903158347237;0.04460288892632336;8.179928372131865e-05;0.003263884113158309;1.686;-0.365414885438631;0.044563452564175425;75.24;14.72
75.04_14.72;9.954663181715705e-05;0.00812756951994047;-17.612;0.5553039170221034;3.9436362147933176e-05;0.0005076382707130957;0.017403904888329005;-25.817;-1.267728665801822;0.00014508473249663954;0.0004080916388959387;0.009276335368388535;8.205000000000002;0.7124247487797187;0.00010564837034870636;75.04;14.72
74.84_14.72;8.948180311209502e-05;0.007488128908467414;37.365;0.5260657120520538;8.544471220627347e-05;0.00047433766120850377;0.016426229537103272;81.036;-1.5122971810271904;2.9205828394735996e-06;0.00038485585809640874;0.008938100628635858;43.671;0.9862314689751366;-8.252412936679986e-05;74.84;14.72
74.64_14.72;8.948180311209502e-05;0.007488128908467414;37.365;0.5260657120520538;8.544471220627347e-05;0.00028978364469192853;0.013234633863111417;55.714;-0.5348193770076828;0.007197044716090728;0.0002003018415798335;0.005746504954644002;18.348999999999997;0.008753664955629015;0.007111600003884454;74.64;14.72
76.24_15.72;0.0002754148530060288;0.013441945705586416;13.182;0.37360697071479554;0.002420349966960389;0.0002723632147093496;0.013637826122299492;-49.315;0.38054750037787;4.888097258854735e-09;-3.0516382966791922e-06;0.0001958804167130762;36.132999999999996;0.006940529663074457;-0.00242034507886313;76.24;15.72
76.04_15.72;0.00021932637710324936;0.012649940740931636;-3.892;0.5383487081774273;0.07774197336480237;0.00019515132363033506;0.011292044332389799;-2.381;0.5892338083329677;1.6544287260613105e-07;-2.4175053472914307e-05;-0.0013578964085418366;-1.5110000000000001;0.050885100155540375;-0.07774180792192976;76.04;15.72
75.84_15.72;0.00021665071576583607;0.012637772832874474;1.866;0.5237298110580801;0.007574122059212263;0.0002811050823376719;0.014581505485688422;-0.178;0.38203771815736143;7.133684507563826e-20;6.445436657183585e-05;0.001943732652813947;-1.6880000000000002;-0.1416920929007187;-0.007574122059212263;75.84;15.72
75.64_15.72;0.0002607782246170272;0.013523051463774713;10.849;0.4204687940983257;4.95463758255875e-06;0.00032140386358126634;0.014700939563184317;13.479;0.2857395631239884;1.6117668029200124e-13;6.062563896423913e-05;0.001177888099409604;2.629999999999999;-0.1347292309743373;-4.9546374213820695e-06;75.64;15.72
75.44_15.72;0.00025455179760476375;0.013361312125429625;44.639;0.4359570423271385;1.089431868564972e-05;0.00025602405423135713;0.012633423899741794;31.494;0.4326947751189275;2.122491634909682e-17;1.4722566265933774e-06;-0.0007278882256878307;-13.145000000000003;-0.0032622672082109894;-1.0894318685628496e-05;75.44;15.72
75.24_15.72;0.00020379681875543775;0.01203474761778528;40.112;0.5236239635369158;0.0015707362740362552;0.000226656510850715;0.011898826624905594;26.334;0.47018932416610815;2.5248030576718075e-11;2.285969209527724e-05;-0.0001359209928796859;-13.778000000000002;-0.05343463937080761;-0.0015707362487882245;75.24;15.72
75.04_15.72;0.00013231347033006667;0.009737510361156006;-161.007;0.5692776164807265;0.0010179953632789562;0.00014905451027368775;0.0093951872883997;-25.126;0.5147802126327279;2.2280109116179335e-12;1.6741039943621078e-05;-0.00034232307275630647;-135.881;-0.054497403847998616;-0.0010179953610509453;75.04;15.72
74.84_15.72;0.00011951489587544916;0.00920498123830701;1159.943;0.5752267642211493;0.001892640759487918;0.00012356396270975616;0.00906829934252063;516.648;0.5608357947232063;6.201878723389198e-06;4.0490668343069974e-06;-0.00013668189578638044;-643.295;-0.01439096949794294;-0.0018864388807645288;74.84;15.72
74.64_15.72;0.0001062331702216187;0.008632681977265317;5.934;0.5793902906989661;0.0012655153640858119;0.000130894109134305;0.009175654226541138;28.86;0.48175006848290447;0.0036527311846837884;2.46609389126863e-05;0.0005429722492758214;22.926;-0.09764022221606161;0.0023872158205979765;74.64;15.72
74.44_15.72;0.00010868728096477031;0.008845243838108871;30.576;0.5827626765711067;4.718197489322289e-05;0.00015029922887182352;0.009808385220632349;32.517;0.423019442466013;0.0007803312823935205;4.16119479070532e-05;0.0009631413825234771;1.9410000000000025;-0.15974323410509372;0.0007331493075002976;74.44;15.72
76.24_16.72;0.0004551089989538383;0.016160819075517262;66.717;-0.07863318330861113;1.62188910111863e-10;0.0003269322551530269;0.014850425524416696;75.513;0.2251526998750012;1.7702253861255008e-15;-0.0001281767438008114;-0.0013103935511005662;8.796000000000006;0.14651951656639006;-1.621871398864769e-10;76.24;16.72
76.04_16.72;0.00029502395584825986;0.013877180530868404;18.653;0.38815543139744646;0.0024646764915733366;0.00023647848623301908;0.012858969025725087;8.638;0.5095717668857912;3.76118499476225e-08;-5.854546961524078e-05;-0.0010182115051433176;-10.014999999999999;0.12141633548834474;-0.002464638879723389;76.04;16.72
75.84_16.72;0.0002555580627284551;0.013300032345132641;13.553;0.4947524002729211;0.004092430945209169;0.0002726682980949044;0.013737980096554307;10.344;0.460924841645473;8.700950241643292e-10;1.711023536644929e-05;0.0004379477514216655;-3.2090000000000014;-0.03382755862744813;-0.004092430075114145;75.84;16.72
75.64_16.72;0.0004967278432668916;0.017894727585886696;37.509;0.2976868047178558;8.954096442381146e-09;0.0005100365521190812;0.018167626444217082;38.091;0.2788698972991207;3.337382175502333e-13;1.3308708852189581e-05;0.0002728988583303865;0.5820000000000007;-0.018816907418735096;-8.953762704163596e-09;75.64;16.72
75.44_16.72;0.0004967278432668916;0.017894727585886696;37.509;0.2976868047178558;8.954096442381146e-09;0.00043766511607429607;0.016429431976307002;35.622;0.3811943697134059;7.325865155647521e-11;-5.906272719259555e-05;-0.0014652956095796942;-1.8870000000000005;0.08350756499555012;-8.880837790824671e-09;75.44;16.72
75.24_16.72;0.0004361008830299828;0.016843923901590483;54.21;0.38568557052777197;5.679696018352756e-07;0.00037680217755175046;0.015406009313021014;55.823;0.4692168171769504;6.548666640461533e-08;-5.9298705478232365e-05;-0.0014379145885694694;1.6129999999999995;0.08353124664917844;-5.024829354306602e-07;75.24;16.72
75.04_16.72;0.0004361008830299828;0.016843923901590483;54.21;0.38568557052777197;5.679696018352756e-07;0.0003860297212689789;0.015674286951923442;57.296;0.45621841824068987;6.005066408814767e-09;-5.00711617610039e-05;-0.0011696369496670411;3.0859999999999985;0.0705328477129179;-5.619645354264608e-07;75.04;16.72
74.84_16.72;0.0003641579626257658;0.015382982024119606;16.408;0.4305747483573177;7.712419479268126e-06;0.00031417626809107164;0.014304486295147037;12.595;0.5087299499701801;0.00011244984416613704;-4.998169453469418e-05;-0.0010784957289725686;-3.8130000000000006;0.07815520161286238;0.00010473742468686891;74.84;16.72
74.64_16.72;0.0003641579626257658;0.015382982024119606;16.408;0.4305747483573177;7.712419479268126e-06;0.00033961545161066817;0.014195886021403793;16.843;0.4689512962980724;3.308624521554887e-08;-2.4542511015097652e-05;-0.0011870960027158123;0.4349999999999987;0.038376547940754735;-7.679333234052577e-06;74.64;16.72
74.44_16.72;0.00044833746641847577;0.017177947953386348;314.285;0.43507870962835027;3.2975560703742795e-08;0.0003801347572037828;0.01567917679930519;226.235;0.5210165697947006;0.012594191061689242;-6.820270921469295e-05;-0.001498771154081157;-88.05000000000001;0.0859378601663503;0.012594158086128538;74.44;16.72
74.24_16.72;0.00044833746641847577;0.017177947953386348;314.285;0.43507870962835027;3.2975560703742795e-08;0.0003215785219453393;0.014088669236405272;185.967;0.5947995267395244;0.0012826994769745692;-0.00012675894447313645;-0.003089278716981076;-128.318;0.15972081711117414;0.0012826665014138655;74.24;16.72
76.24_17.72;0.00035067943807122;0.014943994610418534;64.632;0.41931080991424474;0.006284598298334165;0.0002430615443499537;0.012444301350089258;28.002;0.5975150065659038;0.003881210177604455;-0.00010761789372126627;-0.0024996932603292762;-36.63000000000001;0.1782041966516591;-0.0024033881207297103;76.24;17.72
